order_id,order_date,pick_time,sku_id,qty_picked,pick_location,associate_id,order_type,carrier,ship_method
ORD-1084036,2025-05-05,09:44:09,SKU-04050,1,C-02L-018-1-A,PKR-024,MULTI,FedEx Ground,GROUND
ORD-1081510,2025-05-05,06:42:48,SKU-04041,1,A-02R-002-2-B,PKR-019,MULTI,UPS Ground,GROUND
ORD-1086343,2025-05-05,12:17:06,SKU-02496,1,B-02L-025-1-B,PKR-003,MULTI,USPS Priority Mail,GROUND
ORD-1084124,2025-05-05,13:19:27,SKU-04328,2,A-02L-021-1-B,PKR-006,MULTI,UPS Ground,PRIORITY_2D
ORD-1085917,2025-05-05,20:27:07,SKU-03182,2,E-02R-001-3-A,PKR-004,MULTI,FedEx Ground,GROUND
ORD-1081223,2025-05-05,10:40:09,SKU-04301,2,C-02R-025-5-A,PKR-031,MULTI,FedEx Ground,STANDARD_OVERNIGHT
ORD-1083172,2025-05-05,12:09:03,SKU-01865,1,D-03R-005-4-B,PKR-002,MULTI,FedEx Ground,GROUND
ORD-1087743,2025-05-05,18:24:06,SKU-00332,2,C-03L-010-3-B,PKR-019,MULTI,UPS Ground,GROUND
ORD-1086846,2025-05-05,11:49:00,SKU-04041,1,A-02R-002-2-B,PKR-018,MULTI,USPS Priority Mail,PRIORITY_2D
ORD-1085015,2025-05-05,21:39:36,SKU-03882,2,B-01R-002-3-B,PKR-002,MULTI,USPS Priority Mail,GROUND
ORD-1082959,2025-05-05,17:12:17,SKU-00284,1,B-03R-012-4-A,PKR-021,MULTI,USPS Priority Mail,GROUND
ORD-1085180,2025-05-05,09:22:02,SKU-04664,2,A-02R-002-3-A,PKR-016,MULTI,UPS Ground,GROUND
ORD-1081321,2025-05-05,17:23:19,SKU-00046,2,B-03L-005-2-A,PKR-022,MULTI,USPS Priority Mail,STANDARD_OVERNIGHT
ORD-1087781,2025-05-05,15:47:16,SKU-04524,2,C-02L-002-5-A,PKR-026,MULTI,FedEx Ground,GROUND
ORD-1082414,2025-05-05,16:41:16,SKU-03972,1,E-02L-013-5-A,PKR-016,MULTI,USPS Priority Mail,GROUND
ORD-1085548,2025-05-05,11:51:10,SKU-04538,2,A-01R-001-1-B,PKR-014,MULTI,USPS Priority Mail,GROUND
ORD-1081274,2025-05-05,19:22:54,SKU-04328,2,A-02L-021-1-B,PKR-009,MULTI,FedEx 2Day,PRIORITY_2D
ORD-1082334,2025-05-05,15:10:34,SKU-03465,2,B-01R-013-4-A,PKR-030,MULTI,FedEx Ground,GROUND
ORD-1080260,2025-05-05,09:48:45,SKU-02044,1,A-01R-023-5-B,PKR-023,MULTI,USPS Priority Mail,PRIORITY_2D
ORD-1084659,2025-05-05,15:56:24,SKU-02681,2,A-01R-018-4-B,PKR-029,MULTI,UPS Ground,GROUND
ORD-1085771,2025-05-05,12:31:44,SKU-03727,2,B-02R-023-4-A,PKR-017,MULTI,UPS Ground,PRIORITY_2D
ORD-1081187,2025-05-05,14:07:08,SKU-01872,2,A-03L-011-4-B,PKR-014,MULTI,USPS Priority Mail,STANDARD_OVERNIGHT
ORD-1084647,2025-05-05,16:34:40,SKU-02588,1,C-02L-014-3-B,PKR-022,MULTI,UPS Ground,STANDARD_OVERNIGHT
ORD-1085972,2025-05-05,13:28:58,SKU-03158,1,D-02R-015-5-B,PKR-018,MULTI,FedEx Ground,PRIORITY_2D
ORD-1085704,2025-05-05,20:16:54,SKU-02585,2,A-01R-012-4-A,PKR-014,MULTI,UPS Ground,GROUND
ORD-1080588,2025-05-05,06:39:46,SKU-04643,2,A-01L-025-2-B,PKR-025,MULTI,FedEx Ground,PRIORITY_2D
ORD-1085480,2025-05-05,18:21:45,SKU-02624,2,A-02R-022-1-A,PKR-024,MULTI,UPS Ground,GROUND
ORD-1080157,2025-05-05,11:39:14,SKU-04328,1,A-02L-021-1-B,PKR-012,MULTI,FedEx 2Day,GROUND
ORD-1086944,2025-05-05,13:44:45,SKU-02365,2,A-02L-010-3-A,PKR-004,MULTI,FedEx Ground,PRIORITY_2D
ORD-1086152,2025-05-05,09:14:49,SKU-03378,2,A-01L-004-4-B,PKR-010,MULTI,FedEx Ground,GROUND
ORD-1082955,2025-05-05,12:50:38,SKU-02906,1,C-02R-017-3-A,PKR-023,MULTI,FedEx Ground,GROUND
ORD-1080612,2025-05-05,11:56:21,SKU-04814,2,B-02R-017-4-A,PKR-009,MULTI,FedEx Ground,GROUND
ORD-1082139,2025-05-05,20:35:10,SKU-02169,2,B-02L-026-3-A,PKR-012,MULTI,UPS Ground,GROUND
ORD-1086459,2025-05-05,15:18:23,SKU-02592,2,C-02L-004-3-B,PKR-020,MULTI,UPS Ground,GROUND
ORD-1082185,2025-05-05,17:27:12,SKU-01064,2,C-04L-014-3-B,PKR-011,MULTI,USPS Priority Mail,GROUND
ORD-1087981,2025-05-05,13:47:02,SKU-00019,2,A-03R-001-1-A,PKR-007,MULTI,FedEx Ground,GROUND
ORD-1087500,2025-05-05,15:16:41,SKU-04041,2,A-02R-002-2-B,PKR-013,MULTI,FedEx 2Day,PRIORITY_2D
ORD-1080483,2025-05-05,11:33:21,SKU-02117,2,B-01R-025-4-B,PKR-021,MULTI,USPS Priority Mail,PRIORITY_2D
ORD-1080308,2025-05-05,06:56:58,SKU-04513,1,D-02L-019-4-A,PKR-015,MULTI,FedEx Ground,GROUND
ORD-1082349,2025-05-05,16:10:40,SKU-01204,1,A-03R-016-1-B,PKR-015,MULTI,FedEx Ground,GROUND
ORD-1082207,2025-05-05,09:49:03,SKU-00697,2,A-04L-005-4-B,PKR-016,MULTI,USPS Priority Mail,GROUND
ORD-1081402,2025-05-05,21:17:51,SKU-03357,2,A-02R-015-3-B,PKR-024,MULTI,FedEx Ground,GROUND
ORD-1080400,2025-05-05,12:22:07,SKU-02669,2,D-02R-025-1-A,PKR-010,MULTI,FedEx Ground,GROUND
ORD-1086235,2025-05-05,21:10:57,SKU-04328,1,A-02L-021-1-B,PKR-010,MULTI,USPS Priority Mail,GROUND
ORD-1085852,2025-05-05,08:40:50,SKU-03793,2,C-02R-004-1-B,PKR-024,MULTI,FedEx Ground,GROUND
ORD-1081065,2025-05-05,11:33:00,SKU-03235,1,C-01R-008-5-A,PKR-025,MULTI,USPS Priority Mail,PRIORITY_2D
ORD-1081521,2025-05-05,10:58:34,SKU-02013,2,C-01R-022-1-A,PKR-013,SINGLE,FedEx Ground,GROUND
ORD-1084172,2025-05-05,11:21:53,SKU-01975,2,B-04L-014-4-A,PKR-011,MULTI,FedEx Ground,GROUND
ORD-1087993,2025-05-05,11:38:52,SKU-03095,1,B-01L-010-3-A,PKR-022,MULTI,FedEx Ground,PRIORITY_2D
ORD-1080391,2025-05-05,10:12:34,SKU-00997,1,D-04L-008-3-B,PKR-004,MULTI,UPS Ground,GROUND
ORD-1082855,2025-05-05,20:15:28,SKU-04328,2,A-02L-021-1-B,PKR-012,SINGLE,FedEx Ground,GROUND
ORD-1082572,2025-05-05,07:34:45,SKU-03049,2,C-02L-003-4-A,PKR-024,MULTI,USPS Priority Mail,GROUND
ORD-1085418,2025-05-05,16:50:13,SKU-01331,2,A-03R-003-4-B,PKR-024,MULTI,FedEx 2Day,GROUND
ORD-1080371,2025-05-05,14:11:37,SKU-03881,2,B-02R-002-4-A,PKR-002,MULTI,FedEx Ground,STANDARD_OVERNIGHT
ORD-1083780,2025-05-05,17:59:28,SKU-02880,1,E-02L-007-3-B,PKR-002,MULTI,USPS Priority Mail,STANDARD_OVERNIGHT
ORD-1080797,2025-05-05,11:48:50,SKU-04328,2,A-02L-021-1-B,PKR-011,MULTI,USPS Priority Mail,PRIORITY_2D
ORD-1080647,2025-05-05,16:45:17,SKU-04328,2,A-02L-021-1-B,PKR-032,MULTI,FedEx Ground,STANDARD_OVERNIGHT
ORD-1081422,2025-05-05,08:44:44,SKU-02908,2,B-02L-005-3-A,PKR-008,MULTI,FedEx Ground,GROUND
ORD-1083851,2025-05-05,19:28:33,SKU-00034,2,A-04L-017-3-A,PKR-023,SINGLE,USPS Priority Mail,GROUND
ORD-1087468,2025-05-05,07:54:17,SKU-02104,2,B-01R-002-1-A,PKR-006,MULTI,UPS Ground,GROUND
ORD-1084638,2025-05-05,12:15:47,SKU-03787,1,C-02L-018-1-B,PKR-031,MULTI,FedEx Ground,GROUND
ORD-1080661,2025-05-05,17:31:54,SKU-04457,2,A-01L-020-2-B,PKR-013,MULTI,UPS Ground,PRIORITY_2D
ORD-1080643,2025-05-05,16:17:24,SKU-02624,2,A-02R-022-1-A,PKR-027,SINGLE,UPS Ground,PRIORITY_2D
ORD-1081500,2025-05-05,06:28:28,SKU-02315,2,A-01R-026-2-A,PKR-025,MULTI,FedEx Ground,GROUND
ORD-1084753,2025-05-05,10:54:43,SKU-02242,2,B-02R-026-1-A,PKR-013,MULTI,FedEx Ground,GROUND
ORD-1081038,2025-05-05,18:33:20,SKU-00205,1,C-03L-016-1-A,PKR-011,MULTI,FedEx Ground,PRIORITY_2D
ORD-1084420,2025-05-05,09:49:38,SKU-00872,1,A-04L-005-1-A,PKR-023,MULTI,UPS Ground,GROUND
ORD-1085771,2025-05-05,12:31:44,SKU-04185,1,A-01L-023-1-B,PKR-017,MULTI,UPS Ground,PRIORITY_2D
ORD-1083207,2025-05-05,14:13:54,SKU-02085,2,D-02R-008-1-A,PKR-028,MULTI,FedEx 2Day,GROUND
ORD-1085163,2025-05-05,06:02:06,SKU-04528,1,B-02R-014-3-B,PKR-021,MULTI,UPS Ground,PRIORITY_2D
ORD-1086697,2025-05-05,15:42:27,SKU-00229,2,A-04R-007-2-A,PKR-026,MULTI,UPS 2nd Day Air,GROUND
ORD-1087533,2025-05-05,19:33:23,SKU-02125,2,A-01R-020-2-B,PKR-030,MULTI,UPS Ground,GROUND
ORD-1082890,2025-05-05,19:02:07,SKU-02548,1,B-01L-021-1-A,PKR-032,MULTI,FedEx Ground,GROUND
ORD-1081888,2025-05-05,20:22:25,SKU-01032,1,A-03L-009-3-B,PKR-020,MULTI,UPS Ground,PRIORITY_2D
ORD-1081478,2025-05-05,21:47:54,SKU-00793,2,B-03L-008-4-B,PKR-002,MULTI,FedEx Ground,GROUND
ORD-1081665,2025-05-05,18:14:00,SKU-04710,2,A-02L-008-2-A,PKR-028,MULTI,UPS Ground,GROUND
ORD-1080689,2025-05-05,14:43:42,SKU-04677,2,D-01R-007-3-A,PKR-002,MULTI,USPS Priority Mail,GROUND
ORD-1080132,2025-05-05,07:08:06,SKU-02366,2,A-01R-020-4-A,PKR-018,MULTI,USPS Priority Mail,STANDARD_OVERNIGHT
ORD-1085684,2025-05-05,16:20:07,SKU-02699,2,C-01L-007-2-B,PKR-016,MULTI,UPS Ground,PRIORITY_2D
ORD-1080585,2025-05-05,08:09:19,SKU-03017,2,A-02R-003-4-A,PKR-023,MULTI,UPS 2nd Day Air,GROUND
ORD-1086022,2025-05-05,18:03:05,SKU-02124,2,B-01R-023-4-A,PKR-025,MULTI,USPS Priority Mail,GROUND
ORD-1083307,2025-05-05,12:07:39,SKU-01121,2,B-04R-017-4-A,PKR-001,MULTI,USPS Priority Mail,GROUND
ORD-1083762,2025-05-05,14:15:49,SKU-03727,1,B-02R-023-4-A,PKR-021,MULTI,FedEx Ground,GROUND
ORD-1081344,2025-05-05,13:18:08,SKU-04604,2,A-02R-011-2-A,PKR-022,MULTI,USPS Priority Mail,GROUND
ORD-1081423,2025-05-05,19:20:18,SKU-00046,1,B-03L-005-2-A,PKR-021,MULTI,UPS Ground,PRIORITY_2D
ORD-1085807,2025-05-05,06:03:55,SKU-01853,2,A-03R-011-3-A,PKR-025,MULTI,FedEx Ground,GROUND
ORD-1083533,2025-05-05,18:39:05,SKU-03446,1,D-02R-002-5-A,PKR-007,MULTI,UPS Ground,PRIORITY_2D
ORD-1080180,2025-05-05,18:28:56,SKU-02908,2,B-02L-005-3-A,PKR-028,MULTI,USPS Priority Mail,GROUND
ORD-1082741,2025-05-05,18:31:29,SKU-03876,1,B-01L-023-5-A,PKR-019,MULTI,USPS Priority Mail,PRIORITY_2D
ORD-1082812,2025-05-05,11:01:41,SKU-03049,1,C-02L-003-4-A,PKR-025,MULTI,FedEx Ground,PRIORITY_2D
ORD-1087718,2025-05-05,21:44:12,SKU-02903,2,B-01R-020-5-B,PKR-023,MULTI,UPS Ground,GROUND
ORD-1085383,2025-05-05,14:21:20,SKU-00979,2,D-03R-004-3-A,PKR-006,MULTI,FedEx Ground,GROUND
ORD-1090577,2025-05-06,15:02:43,SKU-02125,2,A-01R-020-2-B,PKR-019,SINGLE,FedEx 2Day,GROUND
ORD-1089632,2025-05-06,07:58:01,SKU-02919,1,D-02L-008-2-B,PKR-032,MULTI,FedEx Ground,PRIORITY_2D
ORD-1095770,2025-05-06,07:03:17,SKU-01490,1,B-04R-009-1-A,PKR-022,SINGLE,USPS Priority Mail,GROUND
ORD-1088528,2025-05-06,13:19:05,SKU-02404,2,A-01R-019-4-B,PKR-011,MULTI,USPS Priority Mail,PRIORITY_2D
ORD-1088962,2025-05-06,16:46:29,SKU-00872,2,A-04L-005-1-A,PKR-001,MULTI,FedEx 2Day,GROUND
ORD-1094371,2025-05-06,10:51:05,SKU-04328,2,A-02L-021-1-B,PKR-028,MULTI,USPS Priority Mail,PRIORITY_2D
ORD-1092723,2025-05-06,14:29:38,SKU-03393,1,B-01L-022-1-A,PKR-028,MULTI,USPS Priority Mail,GROUND
ORD-1093431,2025-05-06,19:44:16,SKU-01121,2,B-04R-017-4-A,PKR-028,MULTI,UPS Ground,GROUND
ORD-1093754,2025-05-06,13:05:31,SKU-02609,1,C-01R-013-1-B,PKR-019,MULTI,USPS Priority Mail,PRIORITY_2D
ORD-1089223,2025-05-06,11:55:57,SKU-04608,2,A-02L-025-1-B,PKR-017,MULTI,FedEx Ground,STANDARD_OVERNIGHT
ORD-1092009,2025-05-06,08:15:56,SKU-02104,2,B-01R-002-1-A,PKR-018,MULTI,FedEx Ground,GROUND
ORD-1095344,2025-05-06,13:49:01,SKU-02192,2,E-01L-022-3-B,PKR-011,MULTI,FedEx Ground,GROUND
ORD-1089195,2025-05-06,20:12:33,SKU-04328,2,A-02L-021-1-B,PKR-007,SINGLE,FedEx Ground,GROUND
ORD-1091457,2025-05-06,13:13:21,SKU-02366,2,A-01R-020-4-A,PKR-010,MULTI,USPS Priority Mail,STANDARD_OVERNIGHT
ORD-1091826,2025-05-06,06:31:32,SKU-02681,2,A-01R-018-4-B,PKR-022,MULTI,FedEx Ground,GROUND
ORD-1088308,2025-05-06,08:42:53,SKU-03942,2,C-01R-008-2-A,PKR-009,MULTI,FedEx Ground,PRIORITY_2D
ORD-1091817,2025-05-06,06:06:08,SKU-03205,2,C-02L-026-1-B,PKR-024,MULTI,FedEx Ground,PRIORITY_2D
ORD-1088667,2025-05-06,16:20:07,SKU-00872,2,A-04L-005-1-A,PKR-029,MULTI,USPS Priority Mail,PRIORITY_2D
ORD-1092321,2025-05-06,10:10:05,SKU-02428,2,B-01L-024-5-A,PKR-003,MULTI,FedEx 2Day,GROUND
ORD-1093759,2025-05-06,14:48:09,SKU-00230,2,C-04R-006-1-B,PKR-026,MULTI,UPS Ground,GROUND
ORD-1092079,2025-05-06,14:54:15,SKU-04328,2,A-02L-021-1-B,PKR-020,MULTI,UPS Ground,GROUND
ORD-1090200,2025-05-06,14:45:08,SKU-04307,1,B-02L-020-4-B,PKR-019,MULTI,FedEx 2Day,PRIORITY_2D
ORD-1091901,2025-05-06,19:51:57,SKU-04211,2,A-01L-009-5-B,PKR-024,MULTI,USPS Priority Mail,GROUND
ORD-1093542,2025-05-06,16:38:27,SKU-00872,2,A-04L-005-1-A,PKR-022,MULTI,FedEx Ground,GROUND
ORD-1094376,2025-05-06,19:13:17,SKU-00239,1,A-04L-019-1-B,PKR-018,MULTI,FedEx Ground,STANDARD_OVERNIGHT
ORD-1095959,2025-05-06,17:52:36,SKU-04041,1,A-02R-002-2-B,PKR-029,MULTI,USPS Priority Mail,GROUND
ORD-1095629,2025-05-06,10:07:17,SKU-02913,2,B-01L-015-2-B,PKR-024,MULTI,UPS Ground,PRIORITY_2D
ORD-1090800,2025-05-06,15:43:45,SKU-01204,2,A-03R-016-1-B,PKR-015,MULTI,USPS Priority Mail,PRIORITY_2D
ORD-1088614,2025-05-06,18:24:53,SKU-02893,2,B-01L-026-2-B,PKR-029,MULTI,FedEx 2Day,PRIORITY_2D
ORD-1094063,2025-05-06,17:36:17,SKU-02140,1,B-01R-020-2-B,PKR-018,MULTI,FedEx Ground,GROUND
ORD-1090603,2025-05-06,19:38:33,SKU-04865,2,A-01R-011-4-B,PKR-009,MULTI,USPS Priority Mail,GROUND
ORD-1090516,2025-05-06,09:09:08,SKU-02681,1,A-01R-018-4-B,PKR-005,MULTI,UPS Ground,GROUND
ORD-1092347,2025-05-06,21:22:11,SKU-02828,1,A-02L-007-2-A,PKR-009,MULTI,UPS Ground,GROUND
ORD-1092371,2025-05-06,21:16:12,SKU-01204,1,A-03R-016-1-B,PKR-010,MULTI,UPS Ground,GROUND
ORD-1088423,2025-05-06,07:49:01,SKU-01878,1,B-03R-014-4-B,PKR-032,MULTI,UPS Ground,GROUND
ORD-1091577,2025-05-06,11:52:19,SKU-00910,2,B-04R-014-3-A,PKR-010,MULTI,FedEx 2Day,PRIORITY_2D
ORD-1092750,2025-05-06,10:33:55,SKU-04328,2,A-02L-021-1-B,PKR-009,MULTI,UPS Ground,GROUND
ORD-1092301,2025-05-06,13:14:50,SKU-00014,2,A-04L-004-2-B,PKR-032,MULTI,FedEx Ground,PRIORITY_2D
ORD-1091685,2025-05-06,16:35:46,SKU-01894,2,D-04L-011-2-B,PKR-009,MULTI,USPS Priority Mail,GROUND
ORD-1091203,2025-05-06,12:17:40,SKU-02243,1,D-02R-010-4-A,PKR-012,MULTI,USPS Priority Mail,GROUND
ORD-1093525,2025-05-06,14:59:34,SKU-04348,1,C-02L-012-4-B,PKR-025,MULTI,FedEx Ground,GROUND
ORD-1095950,2025-05-06,10:36:05,SKU-00256,1,A-03R-007-2-A,PKR-028,MULTI,FedEx Ground,GROUND
ORD-1094068,2025-05-06,10:24:56,SKU-02214,2,D-01L-001-2-A,PKR-027,MULTI,USPS Priority Mail,GROUND
ORD-1092286,2025-05-06,16:24:04,SKU-04420,2,A-01R-009-3-B,PKR-003,MULTI,FedEx Ground,GROUND
ORD-1088035,2025-05-06,08:02:55,SKU-01857,1,A-04R-005-1-A,PKR-019,MULTI,FedEx Ground,GROUND
ORD-1089360,2025-05-06,13:19:51,SKU-04814,2,B-02R-017-4-A,PKR-026,MULTI,USPS Priority Mail,GROUND
ORD-1089486,2025-05-06,17:37:36,SKU-01300,2,A-04L-007-2-A,PKR-004,MULTI,FedEx Ground,GROUND
ORD-1095910,2025-05-06,19:25:36,SKU-03361,2,C-01R-018-4-B,PKR-020,MULTI,UPS Ground,GROUND
ORD-1091073,2025-05-06,10:37:36,SKU-04538,2,A-01R-001-1-B,PKR-010,MULTI,UPS Ground,GROUND
ORD-1095821,2025-05-06,16:25:37,SKU-01280,2,C-04L-002-4-A,PKR-022,MULTI,FedEx Ground,STANDARD_OVERNIGHT
ORD-1089221,2025-05-06,09:10:33,SKU-02609,1,C-01R-013-1-B,PKR-014,MULTI,FedEx 2Day,GROUND
ORD-1089395,2025-05-06,11:32:24,SKU-02366,2,A-01R-020-4-A,PKR-029,MULTI,UPS Ground,PRIORITY_2D
ORD-1095333,2025-05-06,07:02:19,SKU-01204,2,A-03R-016-1-B,PKR-031,MULTI,FedEx Ground,GROUND
ORD-1093690,2025-05-06,11:55:54,SKU-00332,2,C-03L-010-3-B,PKR-012,MULTI,UPS Ground,PRIORITY_2D
ORD-1088636,2025-05-06,17:10:06,SKU-02741,1,E-02L-010-1-A,PKR-030,MULTI,FedEx Ground,GROUND
ORD-1095122,2025-05-06,21:35:37,SKU-02044,2,A-01R-023-5-B,PKR-016,MULTI,UPS Ground,PRIORITY_2D
ORD-1095781,2025-05-06,12:43:45,SKU-00872,1,A-04L-005-1-A,PKR-007,MULTI,UPS Ground,GROUND
ORD-1093878,2025-05-06,12:21:25,SKU-02104,1,B-01R-002-1-A,PKR-022,MULTI,FedEx Ground,STANDARD_OVERNIGHT
ORD-1089006,2025-05-06,12:56:23,SKU-02609,1,C-01R-013-1-B,PKR-024,MULTI,USPS Priority Mail,GROUND
ORD-1093298,2025-05-06,21:27:23,SKU-01582,2,B-04L-020-3-B,PKR-020,MULTI,USPS Priority Mail,GROUND
ORD-1091123,2025-05-06,09:04:59,SKU-01691,1,B-04R-010-3-B,PKR-018,MULTI,UPS Ground,GROUND
ORD-1095179,2025-05-06,08:22:42,SKU-00838,1,A-03L-009-1-B,PKR-009,MULTI,USPS Priority Mail,GROUND
ORD-1092725,2025-05-06,21:52:14,SKU-02585,2,A-01R-012-4-A,PKR-031,MULTI,FedEx Ground,GROUND
ORD-1090401,2025-05-06,10:41:44,SKU-04782,2,C-01L-004-3-A,PKR-018,MULTI,FedEx Ground,GROUND
ORD-1092035,2025-05-06,18:25:56,SKU-03727,1,B-02R-023-4-A,PKR-027,MULTI,USPS Priority Mail,PRIORITY_2D
ORD-1091617,2025-05-06,14:57:33,SKU-01247,2,A-04R-019-1-A,PKR-020,MULTI,FedEx Ground,GROUND
ORD-1092165,2025-05-06,13:33:13,SKU-03026,1,D-02L-002-3-A,PKR-010,MULTI,USPS Priority Mail,GROUND
ORD-1093395,2025-05-06,09:28:45,SKU-04782,1,C-01L-004-3-A,PKR-028,MULTI,FedEx Ground,PRIORITY_2D
ORD-1092313,2025-05-06,09:46:47,SKU-02859,2,A-01L-018-3-A,PKR-024,MULTI,UPS Ground,GROUND
ORD-1088287,2025-05-06,09:26:09,SKU-01204,1,A-03R-016-1-B,PKR-004,MULTI,FedEx Ground,GROUND
ORD-1092234,2025-05-06,08:47:16,SKU-03361,1,C-01R-018-4-B,PKR-006,MULTI,UPS Ground,GROUND
ORD-1091964,2025-05-06,18:32:49,SKU-02144,2,A-02R-006-3-B,PKR-004,MULTI,FedEx 2Day,GROUND
ORD-1090282,2025-05-06,12:16:00,SKU-01204,2,A-03R-016-1-B,PKR-007,SINGLE,USPS Priority Mail,GROUND
ORD-1094333,2025-05-06,19:50:14,SKU-03727,2,B-02R-023-4-A,PKR-001,MULTI,FedEx Ground,GROUND
ORD-1093859,2025-05-06,21:28:24,SKU-04328,2,A-02L-021-1-B,PKR-031,MULTI,FedEx Ground,GROUND
ORD-1095133,2025-05-06,09:17:26,SKU-00831,2,A-03R-004-3-B,PKR-001,MULTI,FedEx Ground,GROUND
ORD-1089975,2025-05-06,08:07:45,SKU-00017,2,B-03R-001-4-B,PKR-025,MULTI,USPS Priority Mail,GROUND
ORD-1089661,2025-05-06,19:05:08,SKU-04328,1,A-02L-021-1-B,PKR-026,MULTI,FedEx 2Day,GROUND
ORD-1094830,2025-05-06,07:11:59,SKU-01490,1,B-04R-009-1-A,PKR-023,MULTI,FedEx Ground,GROUND
ORD-1089659,2025-05-06,18:34:43,SKU-02937,2,C-02R-019-5-A,PKR-002,MULTI,FedEx Ground,PRIORITY_2D
ORD-1095348,2025-05-06,12:01:38,SKU-01721,2,A-04L-015-4-B,PKR-025,MULTI,USPS Priority Mail,GROUND
ORD-1090847,2025-05-06,20:47:16,SKU-02242,2,B-02R-026-1-A,PKR-032,MULTI,USPS Priority Mail,GROUND
ORD-1093136,2025-05-06,14:26:31,SKU-04778,2,B-01L-023-3-B,PKR-005,MULTI,USPS Priority Mail,PRIORITY_2D
ORD-1091904,2025-05-06,20:37:24,SKU-03364,2,C-01R-010-3-A,PKR-006,MULTI,UPS Ground,GROUND
ORD-1089873,2025-05-06,11:44:39,SKU-00024,1,D-04L-010-3-A,PKR-015,MULTI,UPS Ground,GROUND
ORD-1093220,2025-05-06,20:38:14,SKU-04809,2,A-01R-016-2-B,PKR-019,SINGLE,UPS Ground,GROUND
ORD-1090078,2025-05-06,08:41:26,SKU-04928,2,B-01L-013-2-B,PKR-031,MULTI,FedEx Ground,PRIORITY_2D
ORD-1091481,2025-05-06,20:03:04,SKU-04328,2,A-02L-021-1-B,PKR-013,MULTI,UPS Ground,PRIORITY_2D
ORD-1094139,2025-05-06,19:48:45,SKU-04328,1,A-02L-021-1-B,PKR-030,MULTI,USPS Priority Mail,GROUND
ORD-1089829,2025-05-06,21:13:22,SKU-04793,1,A-01L-020-4-A,PKR-005,MULTI,USPS Priority Mail,GROUND
ORD-1090108,2025-05-06,14:03:50,SKU-03322,1,C-01R-018-3-B,PKR-020,MULTI,UPS Ground,GROUND
ORD-1091807,2025-05-06,13:54:55,SKU-04328,1,A-02L-021-1-B,PKR-005,MULTI,USPS Priority Mail,PRIORITY_2D
ORD-1091693,2025-05-06,20:43:35,SKU-04328,1,A-02L-021-1-B,PKR-022,MULTI,FedEx Ground,GROUND
ORD-1094871,2025-05-06,14:51:38,SKU-01850,1,A-04R-006-2-A,PKR-006,MULTI,UPS Ground,PRIORITY_2D
ORD-1090128,2025-05-06,07:34:28,SKU-00370,2,A-03R-008-4-B,PKR-013,MULTI,UPS Ground,GROUND
ORD-1092092,2025-05-06,19:24:41,SKU-04710,2,A-02L-008-2-A,PKR-012,MULTI,FedEx Ground,GROUND
ORD-1095849,2025-05-06,12:56:41,SKU-01104,2,A-04R-003-1-B,PKR-031,MULTI,FedEx 2Day,STANDARD_OVERNIGHT
ORD-1094026,2025-05-06,06:51:15,SKU-04457,2,A-01L-020-2-B,PKR-019,SINGLE,UPS Ground,GROUND
ORD-1090327,2025-05-06,07:51:58,SKU-00650,2,D-04R-011-2-A,PKR-025,MULTI,USPS Priority Mail,GROUND
ORD-1090790,2025-05-06,20:39:17,SKU-03149,1,A-01R-009-5-A,PKR-015,MULTI,UPS Ground,GROUND
ORD-1095691,2025-05-06,18:12:05,SKU-02859,2,A-01L-018-3-A,PKR-031,MULTI,UPS Ground,GROUND
ORD-1091421,2025-05-06,11:21:10,SKU-00572,2,B-04R-009-3-A,PKR-008,SINGLE,UPS Ground,PRIORITY_2D
ORD-1091391,2025-05-06,11:55:49,SKU-04528,2,B-02R-014-3-B,PKR-018,MULTI,UPS Ground,GROUND
ORD-1088665,2025-05-06,09:36:40,SKU-03131,2,C-02R-010-1-A,PKR-002,MULTI,FedEx Ground,GROUND
ORD-1094765,2025-05-06,19:58:55,SKU-02434,2,C-02L-003-5-A,PKR-006,MULTI,FedEx 2Day,PRIORITY_2D
ORD-1091758,2025-05-06,13:56:07,SKU-02585,2,A-01R-012-4-A,PKR-012,MULTI,FedEx Ground,GROUND
ORD-1090470,2025-05-06,13:57:21,SKU-04813,2,C-02L-008-2-B,PKR-014,MULTI,USPS Priority Mail,GROUND
ORD-1092373,2025-05-06,08:36:43,SKU-04328,2,A-02L-021-1-B,PKR-003,MULTI,UPS 2nd Day Air,GROUND
ORD-1093483,2025-05-06,13:29:48,SKU-02908,2,B-02L-005-3-A,PKR-002,MULTI,FedEx Ground,GROUND
ORD-1089602,2025-05-06,08:08:05,SKU-02908,2,B-02L-005-3-A,PKR-014,MULTI,FedEx Ground,PRIORITY_2D
ORD-1090254,2025-05-06,19:07:34,SKU-04623,1,B-01R-007-5-A,PKR-011,MULTI,USPS Priority Mail,GROUND
ORD-1090920,2025-05-06,06:38:04,SKU-03378,2,A-01L-004-4-B,PKR-019,MULTI,FedEx Ground,GROUND
ORD-1090743,2025-05-06,21:53:17,SKU-00513,1,B-04R-019-2-A,PKR-018,MULTI,UPS Ground,PRIORITY_2D
ORD-1090566,2025-05-06,15:17:22,SKU-00079,1,A-03R-013-2-B,PKR-013,MULTI,FedEx Ground,GROUND
ORD-1091605,2025-05-06,11:23:25,SKU-02369,2,C-02L-007-5-A,PKR-027,MULTI,UPS Ground,GROUND
