sku_id,description,category,sub_category,upc,unit_of_measure,case_qty,unit_weight_lbs,unit_length_in,unit_width_in,unit_height_in,unit_cube_cuft,shelf_type,surge_group,first_received_date,is_active,current_vel_picks_per_day,old_vel_picks_per_day,abc_tier_current,abc_tier_at_slotting,slotting_drift
SKU-01100,Soft Long Sleeve Tee - M / Grey,Apparel & Footwear,Basic Apparel,233423636118,EA,12,1.0,14.0,7.6,1.9,0.117,APP,stable,2023-06-09,True,0.3704,0.5049,C,C,False
SKU-01101,Classic Henley - L / Navy,Apparel & Footwear,Basic Apparel,169606012300,EA,24,0.39,13.1,9.6,2.8,0.2038,APP,stable,2023-12-07,True,0.3889,0.53,C,C,False
SKU-01102,Soft Long Sleeve Tee - M / Navy,Apparel & Footwear,Basic Apparel,931337705363,EA,24,0.76,16.8,6.8,2.9,0.1917,APP,stable,2023-02-04,True,0.606,0.826,C,B,True
SKU-01103,Classic T-Shirt - XXL / White,Apparel & Footwear,Basic Apparel,921680680501,EA,12,0.46,19.4,16.0,3.5,0.6287,APP,stable,2024-05-03,True,2.6523,3.615,B,A,True
SKU-01104,Classic Crewneck Sweatshirt - XL / Dusty Rose,Apparel & Footwear,Basic Apparel,470867435698,EA,6,1.24,18.4,10.7,2.4,0.2734,APP,stable,2024-11-25,True,2.612,3.5601,B,A,True
SKU-01105,Essential T-Shirt - XL / White,Apparel & Footwear,Basic Apparel,812550481845,EA,24,0.7,8.7,9.5,3.3,0.1578,APP,stable,2023-02-16,True,1.1033,1.5037,B,B,False
SKU-01106,Soft Polo - XS / Olive,Apparel & Footwear,Basic Apparel,190006917720,EA,12,0.34,18.1,12.9,1.4,0.1892,APP,stable,2025-02-16,True,2.3328,3.1795,B,A,True
SKU-01107,Soft Crew Tee - L / Olive,Apparel & Footwear,Basic Apparel,157802251993,EA,12,0.81,19.9,8.0,2.8,0.258,APP,stable,2023-12-24,True,2.9061,3.9609,A,A,False
SKU-01108,Everyday Long Sleeve Tee - XS / White,Apparel & Footwear,Basic Apparel,186906569310,EA,12,1.36,12.0,9.2,1.9,0.1214,APP,stable,2024-10-30,True,0.5532,0.754,C,B,True
SKU-01109,Modern Crew Tee - XS / Olive,Apparel & Footwear,Basic Apparel,507342215162,EA,24,0.39,9.4,12.2,1.4,0.0929,APP,stable,2023-09-01,True,0.5098,0.6949,C,B,True
SKU-01110,Everyday Crewneck Sweatshirt - XXL / Burgundy,Apparel & Footwear,Basic Apparel,492516040343,EA,12,1.19,18.2,13.3,2.9,0.4062,APP,stable,2024-11-29,True,0.3762,0.5127,C,C,False
SKU-01111,Relaxed Polo - XS / White,Apparel & Footwear,Basic Apparel,441074433986,EA,12,1.24,8.7,12.4,3.6,0.2248,APP,stable,2023-01-29,True,1.3071,1.7816,B,B,False
SKU-01112,Modern Crewneck Sweatshirt - XS / Black,Apparel & Footwear,Basic Apparel,524075386615,EA,24,0.87,16.5,12.9,1.2,0.1478,APP,stable,2022-06-03,True,0.8741,1.1914,B,B,False
SKU-01113,Modern Crew Tee - XXL / Grey,Apparel & Footwear,Basic Apparel,367299174652,EA,6,0.42,8.9,15.1,3.7,0.2878,APP,stable,2023-09-29,True,0.3618,0.4931,C,C,False
SKU-01114,Everyday V-Neck Tee - L / Olive,Apparel & Footwear,Basic Apparel,564564508187,EA,48,1.27,18.3,11.2,2.6,0.3084,APP,stable,2025-04-23,True,0.3583,0.4884,C,C,False
SKU-01115,Soft T-Shirt - M / Burgundy,Apparel & Footwear,Basic Apparel,736764646432,EA,12,0.27,18.9,12.7,1.0,0.1389,APP,stable,2023-01-28,True,0.7174,0.9778,C,B,True
SKU-01116,Essential T-Shirt - L / Slate Blue,Apparel & Footwear,Basic Apparel,017841921137,EA,12,0.33,14.1,6.9,1.1,0.0619,APP,stable,2023-12-17,True,0.48,0.6542,C,C,False
SKU-01117,Relaxed V-Neck Tee - L / Dusty Rose,Apparel & Footwear,Basic Apparel,808969526612,EA,12,1.43,16.0,10.8,3.0,0.3,APP,stable,2023-08-20,True,0.3875,0.5281,C,C,False
SKU-01118,Modern Long Sleeve Tee - XXL / Grey,Apparel & Footwear,Basic Apparel,075286164749,EA,48,1.2,19.3,8.7,3.1,0.3012,APP,stable,2025-04-04,True,1.3671,1.8633,B,B,False
SKU-01119,Classic Crew Tee - XXL / Black,Apparel & Footwear,Basic Apparel,986476139308,EA,48,0.46,9.7,6.7,2.4,0.0903,APP,stable,2023-04-16,True,3.4886,4.7549,A,A,False
SKU-01120,Modern Crew Tee - XS / Slate Blue,Apparel & Footwear,Basic Apparel,045683187504,EA,24,0.66,19.0,10.5,1.6,0.1847,APP,stable,2022-08-21,True,1.2573,1.7136,B,B,False
SKU-01121,Premium Long Sleeve Tee - XL / Dusty Rose,Apparel & Footwear,Basic Apparel,839115815275,EA,24,0.8,13.0,6.1,2.1,0.0964,APP,stable,2024-07-11,True,154.8944,211.1164,A,A,False
SKU-01122,Essential Henley - L / Burgundy,Apparel & Footwear,Basic Apparel,241085771684,EA,48,1.03,16.3,8.3,1.3,0.1018,APP,stable,2022-05-11,True,2.2287,3.0376,B,A,True
SKU-01123,Premium T-Shirt - XXL / Grey,Apparel & Footwear,Basic Apparel,914169927885,EA,12,0.33,18.6,13.8,2.3,0.3416,APP,stable,2023-11-28,True,0.4183,0.5701,C,C,False
SKU-01124,Relaxed Long Sleeve Tee - XS / Slate Blue,Apparel & Footwear,Basic Apparel,029939203501,EA,24,1.01,10.6,9.7,3.8,0.2261,APP,stable,2023-05-25,True,30.9789,42.2233,A,A,False
SKU-01125,Relaxed T-Shirt - XS / Olive,Apparel & Footwear,Basic Apparel,255228717140,EA,24,1.49,18.8,15.2,1.6,0.2646,APP,stable,2024-10-21,True,0.3494,0.4762,C,C,False
SKU-01126,Soft V-Neck Tee - XS / Tan,Apparel & Footwear,Basic Apparel,520704079335,EA,24,0.45,8.9,14.5,3.3,0.2464,APP,stable,2024-03-01,True,6.8236,9.3003,A,A,False
SKU-01127,Modern Polo - XL / Navy,Apparel & Footwear,Basic Apparel,533537104013,EA,6,0.44,15.0,13.3,3.3,0.381,APP,stable,2024-09-02,True,2.0763,2.83,B,A,True
SKU-01128,Soft Crewneck Sweatshirt - M / Tan,Apparel & Footwear,Basic Apparel,073623798755,EA,48,0.69,9.1,11.5,3.0,0.1817,APP,stable,2024-09-21,True,0.348,0.4743,C,C,False
SKU-01129,Premium Polo - XXL / White,Apparel & Footwear,Basic Apparel,799906995980,EA,48,1.04,15.1,12.5,3.3,0.3605,APP,stable,2023-05-06,True,0.6767,0.9223,C,B,True
SKU-01130,Relaxed Polo - XXL / Navy,Apparel & Footwear,Basic Apparel,109270862829,EA,24,0.43,11.5,8.3,2.4,0.1326,APP,stable,2023-12-14,True,1.2919,1.7608,B,B,False
SKU-01131,Relaxed V-Neck Tee - XXL / Slate Blue,Apparel & Footwear,Basic Apparel,970590708584,EA,24,0.54,18.2,6.2,3.9,0.2547,APP,stable,2022-09-09,True,0.349,0.4757,C,C,False
SKU-01132,Essential Crewneck Sweatshirt - XL / Black,Apparel & Footwear,Basic Apparel,813646588442,EA,12,1.03,13.2,7.5,2.4,0.1375,APP,stable,2022-09-16,True,0.4854,0.6616,C,C,False
SKU-01133,Classic Polo - S / Tan,Apparel & Footwear,Basic Apparel,129437610873,EA,48,1.1,16.5,10.8,3.6,0.3713,APP,stable,2024-12-26,True,0.5477,0.7465,C,B,True
SKU-01134,Modern Long Sleeve Tee - L / Grey,Apparel & Footwear,Basic Apparel,212272175272,EA,24,0.3,18.1,13.6,1.9,0.2707,APP,stable,2025-04-14,True,0.436,0.5942,C,C,False
SKU-01135,Classic Crewneck Sweatshirt - L / Burgundy,Apparel & Footwear,Basic Apparel,793448968078,EA,24,0.98,16.3,12.2,2.7,0.3107,APP,stable,2023-07-08,True,0.3826,0.5215,C,C,False
SKU-01136,Essential V-Neck Tee - M / Black,Apparel & Footwear,Basic Apparel,824092649876,EA,6,1.05,10.2,9.8,3.6,0.2082,APP,stable,2022-06-11,True,3.1676,4.3173,A,A,False
SKU-01137,Premium Crew Tee - XL / Slate Blue,Apparel & Footwear,Basic Apparel,974012481530,EA,24,0.79,12.7,7.5,1.7,0.0937,APP,stable,2023-02-18,True,0.5404,0.7366,C,B,True
SKU-01138,Relaxed Crewneck Sweatshirt - S / White,Apparel & Footwear,Basic Apparel,924217454795,EA,6,0.86,18.3,12.5,1.0,0.1324,APP,stable,2024-05-03,True,0.5146,0.7014,C,B,True
SKU-01139,Relaxed Long Sleeve Tee - XL / Dusty Rose,Apparel & Footwear,Basic Apparel,596226010740,EA,24,0.33,10.4,9.4,2.7,0.1528,APP,stable,2023-04-15,True,0.5951,0.8111,C,B,True
SKU-01140,Classic Crewneck Sweatshirt - L / Dusty Rose,Apparel & Footwear,Basic Apparel,046359221528,EA,12,0.41,10.2,11.1,2.1,0.1376,APP,stable,2023-04-05,True,0.633,0.8628,C,B,True
SKU-01141,Everyday T-Shirt - L / Black,Apparel & Footwear,Basic Apparel,344748214063,EA,12,0.62,14.6,5.9,2.6,0.1296,APP,stable,2023-09-05,True,0.3375,0.46,C,C,False
SKU-01142,Classic Long Sleeve Tee - L / Black,Apparel & Footwear,Basic Apparel,949033664252,EA,12,0.69,15.5,10.6,3.8,0.3613,APP,stable,2024-04-19,True,3.8057,5.1871,A,A,False
SKU-01143,Premium Henley - XS / White,Apparel & Footwear,Basic Apparel,047339940679,EA,48,1.17,19.3,8.9,1.6,0.159,APP,stable,2023-05-16,True,1.2016,1.6378,B,B,False
SKU-01144,Modern Henley - XL / Olive,Apparel & Footwear,Basic Apparel,193204912106,EA,12,0.52,15.3,9.4,2.3,0.1914,APP,stable,2022-12-25,True,0.4339,0.5914,C,C,False
SKU-01145,Premium Henley - S / Dusty Rose,Apparel & Footwear,Basic Apparel,457706983783,EA,48,1.03,12.0,5.7,2.4,0.095,APP,stable,2023-05-13,True,1.799,2.452,B,B,False
SKU-01146,Everyday V-Neck Tee - XS / Navy,Apparel & Footwear,Basic Apparel,833799197102,EA,48,1.17,19.5,9.6,2.9,0.3142,APP,stable,2022-12-20,True,0.3894,0.5307,C,C,False
SKU-01147,Modern Long Sleeve Tee - M / Tan,Apparel & Footwear,Basic Apparel,569191778197,EA,6,1.02,18.9,8.5,3.5,0.3254,APP,stable,2023-08-09,True,1.3635,1.8584,B,B,False
SKU-01148,Modern Henley - XL / Dusty Rose,Apparel & Footwear,Basic Apparel,774735397545,EA,24,0.82,11.3,15.8,3.2,0.3306,APP,stable,2024-07-05,True,0.3454,0.4708,C,C,False
SKU-01149,Soft Polo - M / Dusty Rose,Apparel & Footwear,Basic Apparel,798420566077,EA,24,0.57,16.8,8.7,3.2,0.2707,APP,stable,2023-09-14,True,0.3466,0.4724,C,C,False
SKU-01150,Classic T-Shirt - XXL / Navy,Apparel & Footwear,Basic Apparel,624478616301,EA,48,0.84,14.8,10.7,2.0,0.1833,APP,stable,2024-01-08,True,0.3426,0.467,C,C,False
SKU-01151,Classic V-Neck Tee - M / Olive,Apparel & Footwear,Basic Apparel,120411174932,EA,12,0.37,17.1,6.1,3.0,0.1811,APP,stable,2022-05-02,True,1.0854,1.4794,B,B,False
SKU-01152,Premium Henley - M / White,Apparel & Footwear,Basic Apparel,742056243872,EA,24,0.62,14.7,12.7,1.6,0.1729,APP,stable,2022-06-06,True,2.2711,3.0955,B,A,True
SKU-01153,Classic Crew Tee - L / Grey,Apparel & Footwear,Basic Apparel,400682556983,EA,48,0.38,15.3,8.4,1.5,0.1116,APP,stable,2025-04-11,True,0.4617,0.6293,C,C,False
SKU-01154,Modern Polo - XXL / Slate Blue,Apparel & Footwear,Basic Apparel,021176239529,EA,12,0.39,9.4,10.1,3.2,0.1758,APP,stable,2024-06-15,True,1.2226,1.6663,B,B,False
SKU-01155,Classic V-Neck Tee - XL / Navy,Apparel & Footwear,Basic Apparel,879505472646,EA,12,0.87,17.7,12.6,3.3,0.4259,APP,stable,2024-02-29,True,0.3906,0.5324,C,C,False
SKU-01156,Essential T-Shirt - L / Navy,Apparel & Footwear,Basic Apparel,221642864561,EA,24,1.28,10.8,6.7,2.0,0.0838,APP,stable,2024-07-23,True,0.8437,1.1499,B,B,False
SKU-01157,Relaxed Crewneck Sweatshirt - S / Burgundy,Apparel & Footwear,Basic Apparel,822060891091,EA,12,0.88,16.8,9.4,1.7,0.1554,APP,stable,2022-08-06,True,1.0204,1.3908,B,B,False
SKU-01158,Classic Crewneck Sweatshirt - L / Black,Apparel & Footwear,Basic Apparel,503268079963,EA,6,1.06,13.2,12.1,3.8,0.3512,APP,stable,2022-05-12,True,0.7815,1.0652,B,B,False
SKU-01159,Soft Crewneck Sweatshirt - XXL / White,Apparel & Footwear,Basic Apparel,126588806893,EA,24,0.65,16.6,14.7,1.5,0.2118,APP,stable,2024-02-01,True,1.5838,2.1587,B,B,False
SKU-01160,Modern Long Sleeve Tee - L / Tan,Apparel & Footwear,Basic Apparel,514907128253,EA,24,0.64,18.9,6.4,2.7,0.189,APP,stable,2024-02-02,True,0.7645,1.042,C,B,True
SKU-01161,Essential Long Sleeve Tee - XS / Tan,Apparel & Footwear,Basic Apparel,845111632631,EA,24,1.26,14.8,9.7,3.2,0.2659,APP,stable,2023-08-17,True,1.2583,1.715,B,B,False
SKU-01162,Soft T-Shirt - XL / Slate Blue,Apparel & Footwear,Basic Apparel,708330246751,EA,12,0.55,16.3,5.3,2.4,0.12,APP,stable,2023-01-12,True,3.5364,4.82,A,A,False
SKU-01163,Modern Henley - L / Tan,Apparel & Footwear,Basic Apparel,478767022671,EA,12,0.96,14.1,11.6,2.0,0.1893,APP,stable,2023-10-20,True,0.3238,0.4413,C,C,False
SKU-01164,Modern Crew Tee - XXL / Grey,Apparel & Footwear,Basic Apparel,004526291651,EA,24,0.2,10.3,11.9,3.6,0.2554,APP,stable,2024-12-01,True,0.922,1.2566,B,B,False
SKU-01165,Soft Crewneck Sweatshirt - S / White,Apparel & Footwear,Basic Apparel,598257064082,EA,48,1.03,10.6,15.2,3.8,0.3543,APP,stable,2024-09-22,True,0.5177,0.7056,C,B,True
SKU-01166,Relaxed Polo - XL / Burgundy,Apparel & Footwear,Basic Apparel,953172606656,EA,48,0.68,19.4,14.3,1.9,0.305,APP,stable,2022-09-13,True,0.3283,0.4475,C,C,False
SKU-01167,Premium Long Sleeve Tee - L / Navy,Apparel & Footwear,Basic Apparel,437510218261,EA,12,1.33,9.9,13.2,1.4,0.1059,APP,stable,2022-05-25,True,0.3649,0.4974,C,C,False
SKU-01168,Everyday Long Sleeve Tee - M / Olive,Apparel & Footwear,Basic Apparel,045972514554,EA,12,0.57,14.0,16.0,2.7,0.35,APP,stable,2022-11-01,True,0.3265,0.445,C,C,False
SKU-01169,Relaxed Crewneck Sweatshirt - S / Grey,Apparel & Footwear,Basic Apparel,912299262020,EA,48,0.25,15.4,12.8,3.9,0.4449,APP,stable,2022-11-15,True,0.4762,0.649,C,C,False
SKU-01170,Relaxed Henley - XXL / Tan,Apparel & Footwear,Basic Apparel,111668027641,EA,12,0.94,14.8,14.7,1.7,0.214,APP,stable,2024-11-01,True,59.5748,81.1986,A,A,False
SKU-01171,Everyday Crewneck Sweatshirt - XXL / Tan,Apparel & Footwear,Basic Apparel,433387215673,EA,12,1.37,9.4,5.3,3.3,0.0951,APP,stable,2025-01-20,True,0.7178,0.9783,C,B,True
SKU-01172,Modern V-Neck Tee - XXL / Tan,Apparel & Footwear,Basic Apparel,080342985477,EA,12,1.09,11.8,14.5,3.8,0.3763,APP,stable,2022-09-27,True,0.6241,0.8506,C,B,True
SKU-01173,Soft Crew Tee - S / Navy,Apparel & Footwear,Basic Apparel,421517430207,EA,12,0.56,9.4,11.9,2.8,0.1813,APP,stable,2022-11-14,True,0.3495,0.4763,C,C,False
SKU-01174,Premium Polo - M / Burgundy,Apparel & Footwear,Basic Apparel,672350352292,EA,48,1.44,9.8,14.8,3.3,0.277,APP,stable,2022-06-02,True,0.3914,0.5335,C,C,False
SKU-01175,Soft Crew Tee - XXL / Grey,Apparel & Footwear,Basic Apparel,825695195112,EA,24,0.4,19.2,10.5,3.5,0.4083,APP,stable,2022-05-07,True,0.4909,0.6691,C,B,True
SKU-01176,Premium Henley - XXL / Burgundy,Apparel & Footwear,Basic Apparel,655535346719,EA,6,0.33,15.6,5.7,1.2,0.0617,APP,stable,2024-07-03,True,0.5191,0.7075,C,B,True
SKU-01177,Soft T-Shirt - M / Tan,Apparel & Footwear,Basic Apparel,260426082554,EA,12,0.62,11.9,13.4,2.0,0.1846,APP,stable,2024-07-13,True,0.5712,0.7785,C,B,True
SKU-01178,Relaxed Henley - XL / Slate Blue,Apparel & Footwear,Basic Apparel,315285298312,EA,12,0.87,11.1,14.3,2.2,0.2021,APP,stable,2024-02-01,True,5.4927,7.4864,A,A,False
SKU-01179,Soft Polo - XL / Olive,Apparel & Footwear,Basic Apparel,271784678522,EA,12,1.46,18.1,6.6,2.8,0.1936,APP,stable,2025-03-17,True,4.2553,5.7999,A,A,False
SKU-01180,Modern Long Sleeve Tee - XS / Tan,Apparel & Footwear,Basic Apparel,588080868411,EA,6,0.68,8.7,9.3,3.5,0.1639,APP,stable,2022-10-22,True,0.4524,0.6166,C,C,False
SKU-01181,Classic T-Shirt - L / Grey,Apparel & Footwear,Basic Apparel,933619701672,EA,24,0.48,8.9,13.2,2.8,0.1904,APP,stable,2023-11-14,True,0.4273,0.5824,C,C,False
SKU-01182,Classic Polo - XS / Navy,Apparel & Footwear,Basic Apparel,438823486523,EA,6,0.75,12.7,7.1,3.4,0.1774,APP,stable,2023-02-18,True,0.3831,0.5222,C,C,False
SKU-01183,Everyday Crewneck Sweatshirt - S / Olive,Apparel & Footwear,Basic Apparel,452437638496,EA,48,1.22,13.8,9.7,2.7,0.2092,APP,stable,2022-03-24,True,0.4737,0.6456,C,C,False
SKU-01184,Soft V-Neck Tee - S / Black,Apparel & Footwear,Basic Apparel,546332187486,EA,24,0.54,10.8,6.9,3.1,0.1337,APP,stable,2025-01-10,True,0.9314,1.2695,B,B,False
SKU-01185,Soft Crewneck Sweatshirt - M / Navy,Apparel & Footwear,Basic Apparel,228340337191,EA,24,0.34,8.8,9.0,2.4,0.11,APP,stable,2025-05-16,True,0.3318,0.4523,C,C,False
SKU-01186,Modern Henley - XS / Burgundy,Apparel & Footwear,Basic Apparel,693954318749,EA,12,1.11,19.2,11.8,1.3,0.1704,APP,stable,2022-11-22,True,0.3888,0.5299,C,C,False
SKU-01187,Modern Long Sleeve Tee - XS / Tan,Apparel & Footwear,Basic Apparel,012811036242,EA,24,1.01,15.3,15.8,1.2,0.1679,APP,stable,2025-04-21,True,4.7514,6.476,A,A,False
SKU-01188,Modern Crew Tee - XXL / Tan,Apparel & Footwear,Basic Apparel,992559930007,EA,24,0.94,12.8,11.1,1.9,0.1562,APP,stable,2022-09-26,True,3.5044,4.7764,A,A,False
SKU-01189,Relaxed Crew Tee - XL / Olive,Apparel & Footwear,Basic Apparel,759220780477,EA,48,0.28,15.5,12.3,1.4,0.1545,APP,stable,2023-01-27,True,0.3934,0.5362,C,C,False
SKU-01190,Soft Polo - XS / Slate Blue,Apparel & Footwear,Basic Apparel,760417430178,EA,12,1.49,13.3,9.7,1.8,0.1344,APP,stable,2022-09-26,True,0.8948,1.2196,B,B,False
SKU-01191,Relaxed Long Sleeve Tee - XXL / Burgundy,Apparel & Footwear,Basic Apparel,534510615723,EA,48,0.66,16.3,10.4,3.3,0.3237,APP,stable,2025-04-10,True,2.2223,3.0289,B,A,True
SKU-01192,Premium T-Shirt - XS / Olive,Apparel & Footwear,Basic Apparel,574843386174,EA,12,0.42,12.9,12.9,2.1,0.2022,APP,stable,2025-01-27,True,5.4349,7.4076,A,A,False
SKU-01193,Essential Henley - L / Navy,Apparel & Footwear,Basic Apparel,551935867145,EA,12,0.27,8.8,6.2,3.5,0.1105,APP,stable,2024-02-26,True,0.4995,0.6808,C,B,True
SKU-01194,Soft Polo - XXL / Burgundy,Apparel & Footwear,Basic Apparel,861571564713,EA,48,1.41,19.2,7.2,2.9,0.232,APP,stable,2023-09-27,True,0.7258,0.9893,C,B,True
SKU-01195,Modern Henley - XL / Navy,Apparel & Footwear,Basic Apparel,126837808167,EA,48,0.35,19.2,6.2,1.6,0.1102,APP,stable,2024-02-04,True,0.9176,1.2507,B,B,False
SKU-01196,Modern Polo - S / Olive,Apparel & Footwear,Basic Apparel,421737432629,EA,12,0.23,19.6,6.7,2.5,0.19,APP,stable,2022-10-11,True,0.7115,0.9698,C,B,True
SKU-01197,Relaxed Crew Tee - XXL / White,Apparel & Footwear,Basic Apparel,006238110206,EA,24,0.74,13.3,14.8,1.1,0.1253,APP,stable,2024-10-18,True,4.3388,5.9136,A,A,False
SKU-01198,Essential Crew Tee - XXL / Tan,Apparel & Footwear,Basic Apparel,012814510105,EA,48,0.59,13.6,7.5,4.0,0.2361,APP,stable,2024-04-03,True,0.3356,0.4574,C,C,False
SKU-01199,Classic Long Sleeve Tee - XS / Slate Blue,Apparel & Footwear,Basic Apparel,016115026170,EA,24,0.5,19.5,10.1,3.8,0.4331,APP,stable,2025-02-21,True,2.2034,3.0031,B,A,True
SKU-01200,Everyday Henley - M / Grey,Apparel & Footwear,Basic Apparel,036385984840,EA,12,1.18,11.4,15.8,1.5,0.1564,APP,stable,2024-01-29,True,0.456,0.6215,C,C,False
SKU-01201,Essential Henley - M / Black,Apparel & Footwear,Basic Apparel,843493580579,EA,6,1.28,8.0,10.9,1.8,0.0908,APP,stable,2023-01-22,True,0.5638,0.7685,C,B,True
SKU-01202,Everyday Long Sleeve Tee - XXL / Grey,Apparel & Footwear,Basic Apparel,218965366565,EA,48,0.66,13.9,9.3,3.5,0.2618,APP,stable,2023-04-01,True,0.4469,0.6091,C,C,False
SKU-01203,Classic Crew Tee - M / Black,Apparel & Footwear,Basic Apparel,968501077475,EA,24,1.05,10.6,11.4,2.1,0.1469,APP,stable,2023-03-27,True,0.4197,0.572,C,C,False
SKU-01204,Modern Polo - XL / Olive,Apparel & Footwear,Basic Apparel,362231613399,EA,6,1.05,17.0,7.3,1.3,0.0934,APP,stable,2024-11-19,True,309.7889,422.2328,A,A,False
SKU-01205,Relaxed Crewneck Sweatshirt - XL / Tan,Apparel & Footwear,Basic Apparel,585127505402,EA,48,0.59,19.0,15.6,1.7,0.2916,APP,stable,2023-02-18,True,0.9797,1.3353,B,B,False
SKU-01206,Everyday T-Shirt - XXL / Burgundy,Apparel & Footwear,Basic Apparel,681361825361,EA,6,0.22,13.6,12.7,1.1,0.1099,APP,stable,2023-10-02,True,0.8051,1.0973,B,B,False
SKU-01207,Premium Crew Tee - S / Tan,Apparel & Footwear,Basic Apparel,735668622689,EA,24,1.02,13.2,9.7,3.3,0.2445,APP,stable,2023-09-10,True,25.3925,34.6092,A,A,False
SKU-01208,Classic Crewneck Sweatshirt - XL / Grey,Apparel & Footwear,Basic Apparel,004922296619,EA,12,1.47,11.7,11.2,1.9,0.1441,APP,stable,2022-04-16,True,1.0104,1.3771,B,B,False
SKU-01209,Relaxed Henley - XL / Slate Blue,Apparel & Footwear,Basic Apparel,362120927432,EA,24,0.94,20.0,13.4,2.6,0.4032,APP,stable,2023-09-28,True,0.3721,0.5071,C,C,False
SKU-01210,Classic V-Neck Tee - S / Navy,Apparel & Footwear,Basic Apparel,081662098161,EA,24,1.06,15.9,14.8,3.9,0.5311,APP,stable,2024-05-15,True,0.8796,1.1988,B,B,False
SKU-01211,Soft V-Neck Tee - M / Burgundy,Apparel & Footwear,Basic Apparel,410273934760,EA,6,0.95,16.2,5.1,3.3,0.1578,APP,stable,2024-10-04,True,0.6812,0.9284,C,B,True
SKU-01212,Everyday Crew Tee - XL / Tan,Apparel & Footwear,Basic Apparel,151942907562,EA,48,0.23,17.3,15.8,3.0,0.4745,APP,stable,2023-12-11,True,0.6346,0.8649,C,B,True
SKU-01213,Relaxed Henley - XXL / Black,Apparel & Footwear,Basic Apparel,919807208120,EA,6,0.79,11.8,10.3,2.1,0.1477,APP,stable,2025-03-10,True,0.357,0.4866,C,C,False
SKU-01214,Classic Polo - M / Dusty Rose,Apparel & Footwear,Basic Apparel,272697278877,EA,24,0.28,9.9,14.3,3.5,0.2867,APP,stable,2023-01-11,True,0.5356,0.73,C,B,True
SKU-01215,Essential Polo - XL / Navy,Apparel & Footwear,Basic Apparel,444061800349,EA,24,1.25,14.7,7.3,1.3,0.0807,APP,stable,2024-03-04,True,0.3638,0.4958,C,C,False
SKU-01216,Classic Polo - M / Slate Blue,Apparel & Footwear,Basic Apparel,566085607639,EA,24,0.51,12.8,8.3,3.0,0.1844,APP,stable,2022-06-25,True,0.4291,0.5848,C,C,False
SKU-01217,Modern T-Shirt - L / Olive,Apparel & Footwear,Basic Apparel,123462703624,EA,24,0.47,16.9,13.7,3.6,0.4824,APP,stable,2024-08-04,True,0.5863,0.7991,C,B,True
SKU-01218,Premium Polo - M / Black,Apparel & Footwear,Basic Apparel,185781006901,EA,12,1.3,13.9,15.9,3.4,0.4349,APP,stable,2024-02-19,True,1.5969,2.1765,B,B,False
SKU-01219,Premium Crewneck Sweatshirt - M / Tan,Apparel & Footwear,Basic Apparel,131640045136,EA,12,0.99,10.5,7.5,2.4,0.1094,APP,stable,2025-01-06,True,0.5305,0.723,C,B,True
SKU-01220,Modern Henley - L / Dusty Rose,Apparel & Footwear,Basic Apparel,926292089392,EA,12,0.46,17.6,7.6,3.2,0.2477,APP,stable,2023-09-02,True,3.8435,5.2386,A,A,False
SKU-01221,Classic V-Neck Tee - XXL / Navy,Apparel & Footwear,Basic Apparel,441309142139,EA,12,0.7,17.5,15.9,2.6,0.4187,APP,stable,2022-04-23,True,0.4354,0.5935,C,C,False
SKU-01222,Everyday Henley - XS / White,Apparel & Footwear,Basic Apparel,146383336117,EA,12,0.77,12.2,12.5,3.5,0.3089,APP,stable,2025-01-19,True,1.4107,1.9227,B,B,False
SKU-01223,Essential Crewneck Sweatshirt - XL / Tan,Apparel & Footwear,Basic Apparel,099118401456,EA,6,0.72,18.0,9.4,1.9,0.186,APP,stable,2024-03-15,True,0.9247,1.2604,B,B,False
SKU-01224,Classic Polo - XS / Navy,Apparel & Footwear,Basic Apparel,079504201445,EA,24,0.89,10.4,11.3,1.4,0.0952,APP,stable,2024-07-15,True,0.5026,0.685,C,B,True
SKU-01225,Soft Polo - S / Slate Blue,Apparel & Footwear,Basic Apparel,518266877091,EA,12,1.08,8.9,7.3,3.2,0.1203,APP,stable,2023-12-17,True,0.3893,0.5306,C,C,False
SKU-01226,Modern T-Shirt - S / Tan,Apparel & Footwear,Basic Apparel,193351829183,EA,24,0.97,13.4,12.1,3.3,0.3096,APP,stable,2022-08-05,True,0.5343,0.7282,C,B,True
SKU-01227,Modern Polo - XXL / Slate Blue,Apparel & Footwear,Basic Apparel,911758942664,EA,12,0.65,9.8,10.7,4.0,0.2427,APP,stable,2024-07-19,True,0.5522,0.7526,C,B,True
SKU-01228,Soft Crewneck Sweatshirt - XS / Grey,Apparel & Footwear,Basic Apparel,636592011611,EA,12,0.75,9.1,12.8,3.5,0.2359,APP,stable,2022-11-19,True,0.3338,0.4549,C,C,False
SKU-01229,Classic Long Sleeve Tee - XXL / Burgundy,Apparel & Footwear,Basic Apparel,373562182351,EA,6,0.55,17.8,9.1,2.1,0.1969,APP,stable,2024-01-21,True,3.2472,4.4259,A,A,False
SKU-01230,Classic T-Shirt - XS / Black,Apparel & Footwear,Basic Apparel,529281675116,EA,48,0.95,15.3,14.2,2.6,0.3269,APP,stable,2023-06-23,True,2.2678,3.091,B,A,True
