receipt_id,po_number,receipt_date,receipt_time,sku_id,expected_qty,received_qty,variance_qty,putaway_location,putaway_timestamp,associate_id,condition
RCPT-106241,PO-50011,2025-02-06,10:00:00,SKU-02695,12,13,1,C-02L-015-1-A,2025-02-06 11:26:00,RCV-005,NEW
RCPT-106438,PO-50011,2025-02-07,12:11:00,SKU-00673,171,170,-1,C-03L-015-4-A,2025-02-07 14:16:00,RCV-004,NEW
RCPT-106409,PO-50011,2025-02-07,06:39:00,SKU-03369,826,824,-2,D-02L-005-5-B,2025-02-07 09:09:00,RCV-005,NEW
RCPT-106422,PO-50011,2025-02-07,09:59:00,SKU-02366,2773,2774,1,A-01R-020-4-A,2025-02-07 11:34:00,RCV-001,NEW
RCPT-106508,PO-50011,2025-02-07,12:26:00,SKU-01797,15,16,1,A-03L-004-2-B,2025-02-07 13:34:00,RCV-005,NEW
RCPT-106425,PO-50011,2025-02-07,11:30:00,SKU-04452,12,14,2,B-01L-002-2-B,2025-02-07 12:05:00,RCV-001,NEW
RCPT-106484,PO-50011,2025-02-07,07:32:00,SKU-01284,35,33,-2,A-04R-009-1-B,2025-02-07 08:08:00,RCV-008,NEW
RCPT-106462,PO-50011,2025-02-07,12:27:00,SKU-00446,434,433,-1,B-04L-006-4-A,2025-02-07 14:39:00,RCV-002,NEW
RCPT-106419,PO-50011,2025-02-07,11:39:00,SKU-02266,238,240,2,A-01L-021-3-B,2025-02-07 13:59:00,RCV-002,NEW
RCPT-106427,PO-50011,2025-02-07,11:15:00,SKU-02124,29,31,2,B-01R-023-4-A,2025-02-07 13:28:00,RCV-005,NEW
RCPT-106504,PO-50011,2025-02-07,07:22:00,SKU-00135,22,21,-1,C-04R-004-2-B,2025-02-07 08:04:00,RCV-005,NEW
RCPT-106550,PO-50011,2025-02-07,08:30:00,SKU-01264,16,18,2,B-03R-006-1-B,2025-02-07 11:09:00,RCV-004,NEW
RCPT-106562,PO-50011,2025-02-07,07:14:00,SKU-04586,12,12,0,C-02L-005-2-B,2025-02-07 08:33:00,RCV-006,NEW
RCPT-106478,PO-50011,2025-02-07,08:48:00,SKU-00191,12,12,0,D-03R-007-4-B,2025-02-07 11:18:00,RCV-003,DAMAGED
RCPT-106528,PO-50011,2025-02-07,12:22:00,SKU-00228,26,24,-2,E-04L-013-2-A,2025-02-07 14:38:00,RCV-007,NEW
RCPT-106536,PO-50011,2025-02-07,11:33:00,SKU-02585,3720,3721,1,A-01R-012-4-A,2025-02-07 12:57:00,RCV-005,NEW
RCPT-106503,PO-50011,2025-02-07,12:20:00,SKU-01993,12,14,2,C-04R-002-3-B,2025-02-07 14:36:00,RCV-008,NEW
RCPT-106552,PO-50011,2025-02-07,10:48:00,SKU-03159,40,42,2,A-02R-002-1-A,2025-02-07 11:57:00,RCV-001,NEW
RCPT-106418,PO-50011,2025-02-07,08:02:00,SKU-04733,477,479,2,A-01R-018-1-A,2025-02-07 09:43:00,RCV-005,NEW
RCPT-106455,PO-50011,2025-02-07,07:52:00,SKU-01121,857,855,-2,B-04R-017-4-A,2025-02-07 09:19:00,RCV-008,NEW
RCPT-106423,PO-50011,2025-02-07,11:47:00,SKU-00026,214,213,-1,A-03R-009-1-B,2025-02-07 12:33:00,RCV-005,NEW
RCPT-106551,PO-50011,2025-02-07,06:28:00,SKU-02168,25,24,-1,C-02L-006-1-B,2025-02-07 08:46:00,RCV-001,NEW
RCPT-106534,PO-50011,2025-02-07,07:57:00,SKU-00724,89,88,-1,E-04R-005-3-A,2025-02-07 09:41:00,RCV-003,NEW
RCPT-106537,PO-50011,2025-02-07,07:32:00,SKU-04542,350,351,1,C-02L-018-4-A,2025-02-07 08:52:00,RCV-002,NEW
RCPT-106482,PO-50011,2025-02-07,09:24:00,SKU-02147,33,33,0,E-01L-006-5-B,2025-02-07 10:15:00,RCV-002,NEW
RCPT-106417,PO-50011,2025-02-07,09:43:00,SKU-04328,18059,18061,2,A-02L-021-1-B,2025-02-07 10:51:00,RCV-002,NEW
RCPT-106421,PO-50011,2025-02-07,11:50:00,SKU-03093,18,20,2,A-01R-026-5-A,2025-02-07 14:38:00,RCV-007,NEW
RCPT-106547,PO-50011,2025-02-07,06:40:00,SKU-00014,34,33,-1,A-04L-004-2-B,2025-02-07 09:35:00,RCV-007,NEW
RCPT-106527,PO-50011,2025-02-07,11:50:00,SKU-03970,101,103,2,C-02L-022-1-A,2025-02-07 13:07:00,RCV-002,NEW
RCPT-106510,PO-50011,2025-02-07,08:13:00,SKU-03773,12,13,1,E-02R-014-3-B,2025-02-07 09:25:00,RCV-004,NEW
RCPT-106549,PO-50011,2025-02-07,07:22:00,SKU-02937,143,145,2,C-02R-019-5-A,2025-02-07 08:53:00,RCV-005,NEW
RCPT-106466,PO-50011,2025-02-07,10:20:00,SKU-03823,933,932,-1,C-02R-020-1-B,2025-02-07 11:12:00,RCV-002,NEW
RCPT-106538,PO-50011,2025-02-07,10:33:00,SKU-00293,28,30,2,C-03L-006-1-A,2025-02-07 11:38:00,RCV-001,NEW
RCPT-106453,PO-50011,2025-02-07,06:56:00,SKU-03727,7361,7363,2,B-02R-023-4-A,2025-02-07 08:53:00,RCV-007,NEW
RCPT-106480,PO-50011,2025-02-07,08:59:00,SKU-04020,12,12,0,C-02L-007-2-B,2025-02-07 09:47:00,RCV-005,NEW
RCPT-106434,PO-50011,2025-02-07,10:11:00,SKU-01490,971,972,1,B-04R-009-1-A,2025-02-07 10:56:00,RCV-007,NEW
RCPT-106433,PO-50011,2025-02-07,10:08:00,SKU-03077,401,401,0,B-02L-012-4-B,2025-02-07 13:05:00,RCV-002,NEW
RCPT-106448,PO-50011,2025-02-07,12:54:00,SKU-02140,578,576,-2,B-01R-020-2-B,2025-02-07 14:15:00,RCV-001,NEW
RCPT-106497,PO-50011,2025-02-07,09:40:00,SKU-04865,1152,1153,1,A-01R-011-4-B,2025-02-07 11:10:00,RCV-007,NEW
RCPT-106561,PO-50011,2025-02-07,08:29:00,SKU-00390,24,24,0,C-03L-009-2-A,2025-02-07 10:11:00,RCV-006,DAMAGED
RCPT-106501,PO-50011,2025-02-07,08:52:00,SKU-00015,16,16,0,D-03L-002-2-B,2025-02-07 11:50:00,RCV-002,NEW
RCPT-106498,PO-50011,2025-02-07,06:12:00,SKU-02085,939,939,0,D-02R-008-1-A,2025-02-07 06:43:00,RCV-004,NEW
RCPT-106545,PO-50011,2025-02-07,06:04:00,SKU-02129,12,11,-1,D-01L-024-3-A,2025-02-07 06:35:00,RCV-005,NEW
RCPT-106544,PO-50011,2025-02-07,10:43:00,SKU-00303,164,165,1,B-03L-008-1-A,2025-02-07 13:07:00,RCV-008,NEW
RCPT-106518,PO-50011,2025-02-07,10:56:00,SKU-03818,25,26,1,B-02R-010-1-A,2025-02-07 13:17:00,RCV-002,NEW
RCPT-106557,PO-50011,2025-02-07,10:21:00,SKU-00037,1266,1264,-2,A-03L-004-3-A,2025-02-07 12:50:00,RCV-008,NEW
RCPT-106415,PO-50011,2025-02-07,06:18:00,SKU-04623,122,123,1,B-01R-007-5-A,2025-02-07 07:36:00,RCV-004,NEW
RCPT-106580,PO-50012,2025-02-08,12:57:00,SKU-02045,421,421,0,B-01R-025-3-A,2025-02-08 14:24:00,RCV-008,NEW
RCPT-106646,PO-50012,2025-02-08,11:01:00,SKU-03205,90,92,2,C-02L-026-1-B,2025-02-08 13:44:00,RCV-006,NEW
RCPT-106624,PO-50012,2025-02-08,09:42:00,SKU-04782,256,254,-2,C-01L-004-3-A,2025-02-08 10:40:00,RCV-005,NEW
RCPT-106700,PO-50012,2025-02-08,11:37:00,SKU-03720,17,15,-2,C-02L-012-1-A,2025-02-08 13:36:00,RCV-008,NEW
RCPT-106599,PO-50012,2025-02-08,09:56:00,SKU-03545,12,14,2,E-01R-014-5-A,2025-02-08 12:23:00,RCV-007,NEW
RCPT-106678,PO-50012,2025-02-08,08:14:00,SKU-00872,3716,3718,2,A-04L-005-1-A,2025-02-08 08:46:00,RCV-005,NEW
RCPT-106699,PO-50012,2025-02-08,07:53:00,SKU-03028,48,47,-1,B-01L-011-3-A,2025-02-08 08:35:00,RCV-004,NEW
RCPT-106595,PO-50012,2025-02-08,08:21:00,SKU-01083,43,42,-1,B-03L-011-2-A,2025-02-08 09:24:00,RCV-002,NEW
RCPT-106662,PO-50012,2025-02-08,12:23:00,SKU-03319,12,14,2,D-02R-017-1-B,2025-02-08 14:15:00,RCV-001,NEW
RCPT-106586,PO-50012,2025-02-08,07:02:00,SKU-04833,29,30,1,B-01R-011-4-A,2025-02-08 09:54:00,RCV-002,NEW
RCPT-106667,PO-50012,2025-02-08,12:36:00,SKU-00183,74,74,0,B-04R-001-1-B,2025-02-08 13:16:00,RCV-005,NEW
RCPT-106603,PO-50012,2025-02-08,06:56:00,SKU-04528,1061,1061,0,B-02R-014-3-B,2025-02-08 09:37:00,RCV-008,NEW
RCPT-106688,PO-50012,2025-02-08,10:33:00,SKU-02509,2004,2004,0,B-01L-020-5-A,2025-02-08 12:08:00,RCV-001,NEW
RCPT-106664,PO-50012,2025-02-08,09:10:00,SKU-00489,56,55,-1,C-03L-017-1-B,2025-02-08 11:51:00,RCV-001,NEW
RCPT-106687,PO-50012,2025-02-08,11:35:00,SKU-02684,202,201,-1,B-01L-017-4-A,2025-02-08 12:39:00,RCV-004,NEW
RCPT-106577,PO-50012,2025-02-08,12:05:00,SKU-04300,12,11,-1,B-02R-008-2-A,2025-02-08 14:48:00,RCV-005,NEW
RCPT-106682,PO-50012,2025-02-08,12:08:00,SKU-00780,17,18,1,D-03R-008-3-A,2025-02-08 13:17:00,RCV-005,NEW
RCPT-106657,PO-50012,2025-02-08,11:36:00,SKU-02932,53,51,-2,A-01R-025-4-B,2025-02-08 13:18:00,RCV-006,NEW
RCPT-106650,PO-50012,2025-02-08,10:52:00,SKU-04138,14,16,2,C-02L-010-5-A,2025-02-08 12:43:00,RCV-003,NEW
RCPT-106663,PO-50012,2025-02-08,09:59:00,SKU-03791,12,12,0,D-01L-026-4-B,2025-02-08 11:13:00,RCV-003,DAMAGED
RCPT-106674,PO-50012,2025-02-08,09:07:00,SKU-02278,17,15,-2,C-01L-025-1-B,2025-02-08 10:48:00,RCV-006,NEW
RCPT-106625,PO-50012,2025-02-08,10:24:00,SKU-02939,360,360,0,A-02R-016-5-A,2025-02-08 12:12:00,RCV-008,NEW
RCPT-106692,PO-50012,2025-02-08,11:43:00,SKU-00422,81,82,1,A-03R-005-2-B,2025-02-08 12:16:00,RCV-008,NEW
RCPT-106619,PO-50012,2025-02-08,12:11:00,SKU-02140,275,274,-1,B-01R-020-2-B,2025-02-08 13:22:00,RCV-003,NEW
RCPT-106649,PO-50012,2025-02-08,11:21:00,SKU-01654,12,11,-1,B-03L-004-1-B,2025-02-08 14:12:00,RCV-008,NEW
RCPT-106698,PO-50012,2025-02-08,07:39:00,SKU-01652,318,317,-1,B-04R-013-1-B,2025-02-08 08:24:00,RCV-002,NEW
RCPT-106602,PO-50012,2025-02-08,10:27:00,SKU-03620,13,12,-1,E-02L-026-3-B,2025-02-08 12:06:00,RCV-002,DAMAGED
RCPT-106685,PO-50012,2025-02-08,06:57:00,SKU-00831,127,126,-1,A-03R-004-3-B,2025-02-08 09:38:00,RCV-003,NEW
RCPT-106706,PO-50012,2025-02-10,09:15:00,SKU-04865,1266,1264,-2,A-01R-011-4-B,2025-02-10 09:51:00,RCV-006,NEW
RCPT-106846,PO-50012,2025-02-10,08:55:00,SKU-00370,120,121,1,A-03R-008-4-B,2025-02-10 11:36:00,RCV-007,NEW
RCPT-106769,PO-50012,2025-02-10,12:41:00,SKU-02585,1977,1978,1,A-01R-012-4-A,2025-02-10 13:36:00,RCV-003,NEW
RCPT-106717,PO-50012,2025-02-10,08:50:00,SKU-04984,83,82,-1,B-02R-026-4-B,2025-02-10 09:33:00,RCV-007,NEW
RCPT-106705,PO-50012,2025-02-10,11:14:00,SKU-01803,791,793,2,B-03R-020-1-A,2025-02-10 11:51:00,RCV-006,NEW
RCPT-106824,PO-50012,2025-02-10,07:10:00,SKU-02561,16,17,1,C-02L-020-4-A,2025-02-10 09:25:00,RCV-007,DAMAGED
RCPT-106715,PO-50012,2025-02-10,11:07:00,SKU-04891,14,16,2,C-02L-011-5-B,2025-02-10 11:53:00,RCV-001,NEW
RCPT-106759,PO-50012,2025-02-10,11:22:00,SKU-04447,12,11,-1,D-02L-009-1-A,2025-02-10 13:14:00,RCV-007,NEW
RCPT-106779,PO-50012,2025-02-10,07:45:00,SKU-00023,61,59,-2,A-04R-013-4-B,2025-02-10 09:10:00,RCV-002,NEW
RCPT-106712,PO-50012,2025-02-10,07:27:00,SKU-04389,12,14,2,E-02L-012-4-A,2025-02-10 08:54:00,RCV-001,NEW
RCPT-106815,PO-50012,2025-02-10,06:09:00,SKU-03328,23,23,0,B-02L-023-1-A,2025-02-10 08:00:00,RCV-002,NEW
RCPT-106753,PO-50012,2025-02-10,07:46:00,SKU-04937,12,13,1,B-01L-008-2-A,2025-02-10 09:36:00,RCV-001,NEW
RCPT-106826,PO-50012,2025-02-10,12:24:00,SKU-03821,145,147,2,A-01R-017-3-A,2025-02-10 14:52:00,RCV-003,NEW
RCPT-106756,PO-50012,2025-02-10,12:07:00,SKU-03705,90,90,0,A-02L-025-2-A,2025-02-10 14:37:00,RCV-008,NEW
RCPT-106844,PO-50012,2025-02-10,06:42:00,SKU-02053,83,81,-2,A-01R-017-2-A,2025-02-10 08:43:00,RCV-004,NEW
RCPT-106770,PO-50012,2025-02-10,07:49:00,SKU-03600,186,185,-1,A-01L-017-2-B,2025-02-10 08:36:00,RCV-004,NEW
RCPT-106730,PO-50012,2025-02-10,08:49:00,SKU-02531,40,38,-2,B-01L-024-2-A,2025-02-10 10:22:00,RCV-008,NEW
RCPT-106781,PO-50012,2025-02-10,10:23:00,SKU-01601,18,20,2,A-03L-001-3-B,2025-02-10 13:08:00,RCV-003,NEW
RCPT-106726,PO-50012,2025-02-10,08:36:00,SKU-02125,2133,2132,-1,A-01R-020-2-B,2025-02-10 10:58:00,RCV-001,NEW
RCPT-106803,PO-50012,2025-02-10,12:36:00,SKU-04245,150,150,0,B-01R-001-1-A,2025-02-10 14:01:00,RCV-006,NEW
RCPT-106750,PO-50012,2025-02-10,12:08:00,SKU-01721,1153,1153,0,A-04L-015-4-B,2025-02-10 14:19:00,RCV-003,NEW
RCPT-106725,PO-50012,2025-02-10,09:22:00,SKU-01170,798,799,1,A-03L-002-3-B,2025-02-10 11:12:00,RCV-002,NEW
RCPT-106775,PO-50012,2025-02-10,07:04:00,SKU-03692,41,43,2,C-02L-018-2-B,2025-02-10 08:59:00,RCV-005,NEW
RCPT-106808,PO-50012,2025-02-10,09:59:00,SKU-01915,73,72,-1,A-04R-017-2-B,2025-02-10 11:13:00,RCV-004,NEW
RCPT-106790,PO-50012,2025-02-10,11:48:00,SKU-01528,58,57,-1,B-03R-015-4-B,2025-02-10 14:41:00,RCV-006,NEW
RCPT-106830,PO-50012,2025-02-10,12:35:00,SKU-02956,155,154,-1,A-01L-011-1-A,2025-02-10 14:19:00,RCV-002,NEW
RCPT-106887,PO-50013,2025-02-11,07:31:00,SKU-04563,276,276,0,A-02L-022-4-B,2025-02-11 08:10:00,RCV-007,NEW
RCPT-106896,PO-50013,2025-02-11,10:28:00,SKU-03635,192,192,0,A-02R-019-5-A,2025-02-11 10:58:00,RCV-006,NEW
RCPT-106868,PO-50013,2025-02-11,10:07:00,SKU-04528,1152,1153,1,B-02R-014-3-B,2025-02-11 12:28:00,RCV-002,NEW
RCPT-106878,PO-50013,2025-02-11,07:12:00,SKU-04782,338,340,2,C-01L-004-3-A,2025-02-11 09:14:00,RCV-002,NEW
RCPT-106933,PO-50013,2025-02-11,07:10:00,SKU-02861,18,18,0,C-02L-009-5-B,2025-02-11 09:09:00,RCV-006,NEW
RCPT-106891,PO-50013,2025-02-11,11:07:00,SKU-03584,49,47,-2,B-02R-023-1-B,2025-02-11 14:04:00,RCV-007,NEW
RCPT-106951,PO-50013,2025-02-11,10:54:00,SKU-01652,323,322,-1,B-04R-013-1-B,2025-02-11 13:39:00,RCV-003,NEW
RCPT-106879,PO-50013,2025-02-11,06:52:00,SKU-04470,12,14,2,B-01L-008-3-B,2025-02-11 08:13:00,RCV-001,NEW
RCPT-106870,PO-50013,2025-02-11,06:32:00,SKU-03901,12,14,2,C-01L-019-1-A,2025-02-11 07:55:00,RCV-002,NEW
RCPT-106930,PO-50013,2025-02-11,12:41:00,SKU-02506,12,12,0,D-02L-018-1-B,2025-02-11 13:43:00,RCV-007,NEW
RCPT-106864,PO-50013,2025-02-11,11:47:00,SKU-02366,5131,5133,2,A-01R-020-4-A,2025-02-11 12:26:00,RCV-003,NEW
RCPT-106876,PO-50013,2025-02-11,07:46:00,SKU-03727,4725,4725,0,B-02R-023-4-A,2025-02-11 09:56:00,RCV-008,NEW
RCPT-106950,PO-50013,2025-02-11,09:07:00,SKU-04946,23,21,-2,C-01L-023-3-A,2025-02-11 11:55:00,RCV-003,NEW
RCPT-106946,PO-50013,2025-02-11,09:52:00,SKU-00513,26,28,2,B-04R-019-2-A,2025-02-11 10:40:00,RCV-001,NEW
RCPT-106916,PO-50013,2025-02-11,10:21:00,SKU-03823,1251,1252,1,C-02R-020-1-B,2025-02-11 12:43:00,RCV-005,NEW
RCPT-106909,PO-50013,2025-02-11,06:58:00,SKU-00291,100,101,1,A-04L-017-2-A,2025-02-11 09:00:00,RCV-007,NEW
RCPT-106934,PO-50013,2025-02-11,10:13:00,SKU-02340,38,36,-2,D-01R-013-4-B,2025-02-11 10:49:00,RCV-001,NEW
RCPT-106874,PO-50013,2025-02-11,11:59:00,SKU-01204,2396,2398,2,A-03R-016-1-B,2025-02-11 12:49:00,RCV-006,NEW
RCPT-106959,PO-50013,2025-02-11,07:37:00,SKU-02609,2795,2797,2,C-01R-013-1-B,2025-02-11 10:00:00,RCV-007,NEW
RCPT-106899,PO-50013,2025-02-11,10:55:00,SKU-02205,21,23,2,D-01R-021-2-A,2025-02-11 13:17:00,RCV-008,NEW
RCPT-106871,PO-50013,2025-02-11,06:20:00,SKU-04457,3016,3014,-2,A-01L-020-2-B,2025-02-11 08:51:00,RCV-004,NEW
RCPT-106987,PO-50013,2025-02-11,10:38:00,SKU-02893,227,225,-2,B-01L-026-2-B,2025-02-11 13:12:00,RCV-001,NEW
RCPT-106978,PO-50013,2025-02-11,12:23:00,SKU-03850,68,68,0,A-02L-011-4-A,2025-02-11 13:11:00,RCV-004,NEW
RCPT-106952,PO-50013,2025-02-11,06:10:00,SKU-02859,438,436,-2,A-01L-018-3-A,2025-02-11 08:16:00,RCV-004,NEW
RCPT-106925,PO-50013,2025-02-11,10:51:00,SKU-03694,29,31,2,A-01R-017-1-A,2025-02-11 12:22:00,RCV-004,DAMAGED
RCPT-106906,PO-50013,2025-02-11,12:11:00,SKU-02719,14,15,1,D-01L-003-5-B,2025-02-11 14:26:00,RCV-003,NEW
RCPT-106969,PO-50013,2025-02-11,09:01:00,SKU-02169,40,38,-2,B-02L-026-3-A,2025-02-11 10:33:00,RCV-002,NEW
RCPT-106965,PO-50013,2025-02-11,08:22:00,SKU-04814,439,438,-1,B-02R-017-4-A,2025-02-11 09:48:00,RCV-003,NEW
RCPT-106977,PO-50013,2025-02-11,07:36:00,SKU-03049,215,213,-2,C-02L-003-4-A,2025-02-11 08:23:00,RCV-007,NEW
RCPT-106919,PO-50013,2025-02-11,12:29:00,SKU-04608,2502,2501,-1,A-02L-025-1-B,2025-02-11 13:42:00,RCV-004,NEW
RCPT-106974,PO-50013,2025-02-11,08:37:00,SKU-03672,12,13,1,E-02R-020-2-B,2025-02-11 09:40:00,RCV-007,NEW
RCPT-106888,PO-50013,2025-02-11,07:00:00,SKU-04185,56,57,1,A-01L-023-1-B,2025-02-11 08:53:00,RCV-003,NEW
RCPT-106865,PO-50013,2025-02-11,08:59:00,SKU-02939,251,253,2,A-02R-016-5-A,2025-02-11 09:48:00,RCV-003,NEW
RCPT-106918,PO-50013,2025-02-11,07:41:00,SKU-02418,12,12,0,E-01L-004-5-A,2025-02-11 08:39:00,RCV-005,NEW
RCPT-106932,PO-50013,2025-02-11,11:35:00,SKU-01976,80,80,0,A-03L-005-2-A,2025-02-11 13:32:00,RCV-007,NEW
RCPT-107100,PO-50013,2025-02-12,11:26:00,SKU-00374,24,26,2,B-03R-007-3-B,2025-02-12 13:01:00,RCV-008,NEW
RCPT-107104,PO-50013,2025-02-12,08:18:00,SKU-03378,247,249,2,A-01L-004-4-B,2025-02-12 10:41:00,RCV-008,NEW
RCPT-107070,PO-50013,2025-02-12,08:18:00,SKU-01237,24,24,0,D-04R-008-2-A,2025-02-12 09:29:00,RCV-006,NEW
RCPT-107097,PO-50013,2025-02-12,06:19:00,SKU-03554,164,164,0,C-02L-010-3-A,2025-02-12 07:07:00,RCV-004,NEW
RCPT-107095,PO-50013,2025-02-12,11:05:00,SKU-02681,2480,2480,0,A-01R-018-4-B,2025-02-12 11:54:00,RCV-003,NEW
RCPT-107048,PO-50013,2025-02-12,12:17:00,SKU-02366,3967,3967,0,A-01R-020-4-A,2025-02-12 14:24:00,RCV-007,NEW
RCPT-107019,PO-50013,2025-02-12,12:54:00,SKU-01555,42,43,1,A-03L-017-4-A,2025-02-12 15:13:00,RCV-002,NEW
RCPT-107093,PO-50013,2025-02-12,06:12:00,SKU-04247,33,32,-1,B-01R-022-4-B,2025-02-12 07:55:00,RCV-006,NEW
RCPT-107030,PO-50013,2025-02-12,08:04:00,SKU-00422,71,73,2,A-03R-005-2-B,2025-02-12 10:10:00,RCV-008,NEW
RCPT-107051,PO-50013,2025-02-12,06:06:00,SKU-02677,217,217,0,B-01R-002-4-A,2025-02-12 07:48:00,RCV-005,NEW
RCPT-107088,PO-50013,2025-02-12,10:04:00,SKU-00464,145,146,1,B-04L-018-2-A,2025-02-12 11:58:00,RCV-002,NEW
RCPT-107125,PO-50013,2025-02-12,12:13:00,SKU-01331,850,848,-2,A-03R-003-4-B,2025-02-12 13:59:00,RCV-005,NEW
RCPT-107049,PO-50013,2025-02-12,10:54:00,SKU-02104,1881,1879,-2,B-01R-002-1-A,2025-02-12 11:47:00,RCV-005,DAMAGED
RCPT-107131,PO-50013,2025-02-12,11:12:00,SKU-02549,16,16,0,B-02R-026-3-B,2025-02-12 13:17:00,RCV-008,NEW
RCPT-107003,PO-50013,2025-02-12,06:40:00,SKU-04608,2165,2166,1,A-02L-025-1-B,2025-02-12 07:13:00,RCV-004,NEW
RCPT-107134,PO-50013,2025-02-12,06:13:00,SKU-03635,218,220,2,A-02R-019-5-A,2025-02-12 07:59:00,RCV-004,DAMAGED
RCPT-107047,PO-50013,2025-02-12,07:18:00,SKU-01490,943,944,1,B-04R-009-1-A,2025-02-12 08:29:00,RCV-008,NEW
RCPT-107109,PO-50013,2025-02-12,11:36:00,SKU-03968,24,22,-2,A-02L-019-2-B,2025-02-12 14:19:00,RCV-005,NEW
RCPT-107139,PO-50013,2025-02-12,07:54:00,SKU-01872,48,46,-2,A-03L-011-4-B,2025-02-12 09:50:00,RCV-004,NEW
RCPT-107085,PO-50013,2025-02-12,08:55:00,SKU-02353,12,11,-1,E-02R-006-1-A,2025-02-12 10:09:00,RCV-005,NEW
RCPT-107007,PO-50013,2025-02-12,09:14:00,SKU-02271,85,87,2,A-01L-007-1-B,2025-02-12 11:42:00,RCV-002,NEW
RCPT-107090,PO-50013,2025-02-12,06:47:00,SKU-01988,13,12,-1,B-04L-004-4-A,2025-02-12 07:50:00,RCV-002,NEW
RCPT-107201,PO-50014,2025-02-13,08:29:00,SKU-00931,14,14,0,B-04L-010-3-B,2025-02-13 10:08:00,RCV-001,NEW
RCPT-107168,PO-50014,2025-02-13,12:07:00,SKU-04528,808,810,2,B-02R-014-3-B,2025-02-13 14:38:00,RCV-005,NEW
RCPT-107178,PO-50014,2025-02-13,07:09:00,SKU-01652,382,382,0,B-04R-013-1-B,2025-02-13 08:07:00,RCV-003,NEW
RCPT-107185,PO-50014,2025-02-13,12:27:00,SKU-04457,1420,1421,1,A-01L-020-2-B,2025-02-13 14:24:00,RCV-001,NEW
RCPT-107204,PO-50014,2025-02-13,08:55:00,SKU-02609,1696,1698,2,C-01R-013-1-B,2025-02-13 10:27:00,RCV-005,NEW
RCPT-107231,PO-50014,2025-02-13,07:23:00,SKU-02727,66,65,-1,C-01L-017-5-A,2025-02-13 09:39:00,RCV-005,NEW
RCPT-107278,PO-50014,2025-02-13,12:07:00,SKU-01399,29,31,2,B-03R-005-2-A,2025-02-13 12:44:00,RCV-006,NEW
RCPT-107277,PO-50014,2025-02-13,10:37:00,SKU-03439,12,10,-2,E-02R-004-3-A,2025-02-13 12:32:00,RCV-007,NEW
RCPT-107220,PO-50014,2025-02-13,11:24:00,SKU-04468,12,11,-1,D-01R-013-5-A,2025-02-13 11:56:00,RCV-008,NEW
RCPT-107228,PO-50014,2025-02-13,11:43:00,SKU-01490,2004,2005,1,B-04R-009-1-A,2025-02-13 12:48:00,RCV-007,NEW
RCPT-107191,PO-50014,2025-02-13,06:10:00,SKU-01331,526,525,-1,A-03R-003-4-B,2025-02-13 07:02:00,RCV-002,DAMAGED
RCPT-107198,PO-50014,2025-02-13,08:28:00,SKU-00303,134,136,2,B-03L-008-1-A,2025-02-13 09:38:00,RCV-005,NEW
RCPT-107270,PO-50014,2025-02-13,08:21:00,SKU-01121,1544,1543,-1,B-04R-017-4-A,2025-02-13 09:21:00,RCV-004,NEW
RCPT-107247,PO-50014,2025-02-13,08:11:00,SKU-02859,435,434,-1,A-01L-018-3-A,2025-02-13 10:57:00,RCV-007,NEW
RCPT-107256,PO-50014,2025-02-13,08:13:00,SKU-03018,656,654,-2,C-02L-015-3-B,2025-02-13 11:10:00,RCV-008,NEW
RCPT-107217,PO-50014,2025-02-13,07:23:00,SKU-02340,33,33,0,D-01R-013-4-B,2025-02-13 09:01:00,RCV-004,NEW
RCPT-107152,PO-50014,2025-02-13,12:11:00,SKU-02366,5839,5841,2,A-01R-020-4-A,2025-02-13 12:57:00,RCV-004,NEW
RCPT-107221,PO-50014,2025-02-13,06:36:00,SKU-04710,371,372,1,A-02L-008-2-A,2025-02-13 07:52:00,RCV-006,NEW
RCPT-107223,PO-50014,2025-02-13,11:24:00,SKU-04187,56,57,1,C-02L-010-1-B,2025-02-13 13:42:00,RCV-001,NEW
RCPT-107175,PO-50014,2025-02-13,11:01:00,SKU-00872,2597,2595,-2,A-04L-005-1-A,2025-02-13 12:44:00,RCV-001,NEW
RCPT-107153,PO-50014,2025-02-13,10:41:00,SKU-02890,12,12,0,C-01L-006-3-B,2025-02-13 11:37:00,RCV-004,NEW
RCPT-107212,PO-50014,2025-02-13,06:20:00,SKU-04346,37,35,-2,C-02L-009-3-B,2025-02-13 07:25:00,RCV-004,NEW
RCPT-107307,PO-50015,2025-02-14,06:14:00,SKU-04738,15,13,-2,A-01R-022-4-B,2025-02-14 06:45:00,RCV-003,NEW
RCPT-107356,PO-50015,2025-02-14,11:49:00,SKU-01976,97,98,1,A-03L-005-2-A,2025-02-14 12:55:00,RCV-008,NEW
RCPT-107318,PO-50015,2025-02-14,06:00:00,SKU-00411,72,72,0,C-03L-008-4-A,2025-02-14 08:46:00,RCV-006,NEW
RCPT-107339,PO-50015,2025-02-14,09:48:00,SKU-00489,52,54,2,C-03L-017-1-B,2025-02-14 11:30:00,RCV-003,NEW
RCPT-107363,PO-50015,2025-02-14,08:20:00,SKU-04768,627,627,0,A-01R-021-2-A,2025-02-14 09:57:00,RCV-003,NEW
RCPT-107341,PO-50015,2025-02-14,11:39:00,SKU-00920,27,25,-2,A-03R-014-3-B,2025-02-14 14:19:00,RCV-008,NEW
