snapshot_date,sku_id,location_code,zone,shelf_type,ergonomic_tier,level_height_in,dist_from_dock_ft,qty_on_hand,qty_allocated,qty_available,days_since_last_replenishment,last_replenishment_date,abc_tier_at_slotting,abc_tier_current,slotting_drift,current_vel_picks_per_day
2025-06-20,SKU-01351,C-04L-005-3-B,C,APP,prime,45,275,7,0,7,19,2025-06-01,B,C,True,0.486
2025-06-20,SKU-01352,B-03L-019-2-B,B,APP,prime,27,150,8,0,8,16,2025-06-04,B,C,True,0.484
2025-06-20,SKU-01353,D-03R-019-3-B,D,APP,prime,45,400,6,0,6,6,2025-06-14,C,C,False,0.434
2025-06-20,SKU-01354,E-04R-003-2-B,E,APP,prime,27,525,5,0,5,5,2025-06-15,C,C,False,0.323
2025-06-20,SKU-01355,C-03L-016-3-A,C,APP,prime,45,275,3,0,3,9,2025-06-11,C,C,False,0.419
2025-06-20,SKU-01356,B-03R-002-2-B,B,APP,prime,27,150,10,1,9,13,2025-06-07,B,B,False,1.542
2025-06-20,SKU-01357,A-03L-002-3-A,A,APP,prime,45,50,52,0,52,13,2025-06-07,A,B,True,2.582
2025-06-20,SKU-01358,E-03R-005-1-A,E,APP,floor,9,525,2,0,2,3,2025-06-17,C,C,False,0.28
2025-06-20,SKU-01359,B-04L-011-2-A,B,APP,prime,27,150,7,0,7,2,2025-06-18,B,B,False,1.169
2025-06-20,SKU-01360,B-03R-020-2-B,B,APP,prime,27,150,3,0,3,4,2025-06-16,B,C,True,0.449
2025-06-20,SKU-01361,D-04R-011-3-B,D,APP,prime,45,400,3,0,3,20,2025-05-31,B,C,True,0.528
2025-06-20,SKU-01362,D-03R-016-4-B,D,APP,sub_prime,63,400,1,0,1,4,2025-06-16,C,C,False,0.315
2025-06-20,SKU-01363,B-04R-018-2-A,B,APP,prime,27,150,10,0,10,1,2025-06-19,B,B,False,0.774
2025-06-20,SKU-01364,D-03R-011-2-A,D,APP,prime,27,400,11,0,11,11,2025-06-09,B,C,True,0.668
2025-06-20,SKU-01365,C-04L-002-3-A,C,APP,prime,45,275,13,0,13,14,2025-06-06,B,B,False,1.395
2025-06-20,SKU-01366,B-03L-018-2-B,B,APP,prime,27,150,3,0,3,13,2025-06-07,B,C,True,0.589
2025-06-20,SKU-01367,B-03L-003-3-B,B,APP,prime,45,150,104,5,99,3,2025-06-17,A,A,False,6.702
2025-06-20,SKU-01368,D-04L-013-3-B,D,APP,prime,45,400,2,0,2,17,2025-06-03,C,C,False,0.361
2025-06-20,SKU-01369,C-03R-004-1-B,C,APP,floor,9,275,5,0,5,4,2025-06-16,B,C,True,0.565
2025-06-20,SKU-01370,C-03R-019-3-A,C,APP,prime,45,275,5,0,5,17,2025-06-03,B,C,True,0.523
2025-06-20,SKU-01371,D-03R-018-4-A,D,APP,sub_prime,63,400,1,0,1,16,2025-06-04,C,C,False,0.374
2025-06-20,SKU-01372,D-04L-012-1-B,D,APP,floor,9,400,2,0,2,7,2025-06-13,B,C,True,0.539
2025-06-20,SKU-01373,E-03R-003-2-B,E,APP,prime,27,525,2,0,2,9,2025-06-11,C,C,False,0.353
2025-06-20,SKU-01374,B-03L-006-1-A,B,APP,floor,9,150,9,0,9,16,2025-06-04,B,B,False,0.899
2025-06-20,SKU-01375,C-04L-003-2-B,C,APP,prime,27,275,3,0,3,5,2025-06-15,C,C,False,0.327
2025-06-20,SKU-01376,C-04R-012-2-A,C,APP,prime,27,275,18,1,17,8,2025-06-12,B,B,False,1.158
2025-06-20,SKU-01377,D-03L-008-4-A,D,APP,sub_prime,63,400,2,0,2,9,2025-06-11,B,C,True,0.507
2025-06-20,SKU-01378,B-03R-019-1-B,B,APP,floor,9,150,2,0,2,19,2025-06-01,B,C,True,0.485
2025-06-20,SKU-01379,B-04R-020-4-B,B,APP,sub_prime,63,150,31,3,28,10,2025-06-10,A,B,True,2.148
2025-06-20,SKU-01380,D-03R-014-4-A,D,APP,sub_prime,63,400,3,0,3,19,2025-06-01,C,C,False,0.359
2025-06-20,SKU-01381,D-03R-020-2-B,D,APP,prime,27,400,5,0,5,11,2025-06-09,C,C,False,0.403
2025-06-20,SKU-01382,B-04R-013-4-A,B,APP,sub_prime,63,150,21,2,19,18,2025-06-02,A,B,True,1.801
2025-06-20,SKU-01383,B-04R-011-4-A,B,APP,sub_prime,63,150,24,0,24,16,2025-06-04,B,B,False,1.442
2025-06-20,SKU-01384,C-03R-001-4-A,C,APP,sub_prime,63,275,12,1,11,18,2025-06-02,B,B,False,1.022
2025-06-20,SKU-01385,E-04L-014-2-B,E,APP,prime,27,525,1,0,1,8,2025-06-12,C,C,False,0.317
2025-06-20,SKU-01386,E-03L-012-4-A,E,APP,sub_prime,63,525,5,0,5,2,2025-06-18,C,C,False,0.381
2025-06-20,SKU-01387,A-04L-002-1-A,A,APP,floor,9,50,57,1,56,16,2025-06-04,A,A,False,3.044
2025-06-20,SKU-01388,E-04L-019-2-B,E,APP,prime,27,525,2,0,2,14,2025-06-06,C,C,False,0.336
2025-06-20,SKU-01389,C-03L-015-1-A,C,APP,floor,9,275,8,0,8,6,2025-06-14,B,C,True,0.458
2025-06-20,SKU-01390,D-03R-005-3-A,D,APP,prime,45,400,1,0,1,6,2025-06-14,C,C,False,0.31
2025-06-20,SKU-01391,D-03R-010-1-B,D,APP,floor,9,400,10,0,10,13,2025-06-07,B,C,True,0.632
2025-06-20,SKU-01392,D-03L-012-2-A,D,APP,prime,27,400,5,0,5,1,2025-06-19,C,C,False,0.301
2025-06-20,SKU-01393,B-03L-008-2-A,B,APP,prime,27,150,22,0,22,2,2025-06-18,B,B,False,1.547
2025-06-20,SKU-01394,C-04R-012-3-A,C,APP,prime,45,275,3,0,3,11,2025-06-09,B,C,True,0.54
2025-06-20,SKU-01395,D-03R-003-3-B,D,APP,prime,45,400,27,1,26,13,2025-06-07,B,B,False,1.694
2025-06-20,SKU-01396,C-03R-014-2-A,C,APP,prime,27,275,5,0,5,5,2025-06-15,B,C,True,0.76
2025-06-20,SKU-01397,C-03L-015-3-A,C,APP,prime,45,275,89,4,85,13,2025-06-07,A,A,False,7.832
2025-06-20,SKU-01398,D-04L-010-3-B,D,APP,prime,45,400,18,0,18,1,2025-06-19,B,B,False,1.15
2025-06-20,SKU-01399,B-03R-005-2-A,B,APP,prime,27,150,26,4,22,9,2025-06-11,A,B,True,2.596
2025-06-20,SKU-01400,C-03R-016-4-B,C,APP,sub_prime,63,275,6,0,6,6,2025-06-14,B,C,True,0.47
2025-06-20,SKU-01401,B-03R-001-1-A,B,APP,floor,9,150,5,0,5,15,2025-06-05,B,C,True,0.545
2025-06-20,SKU-01402,E-04R-010-3-B,E,APP,prime,45,525,2,0,2,14,2025-06-06,C,C,False,0.335
2025-06-20,SKU-01403,C-04L-010-1-B,C,APP,floor,9,275,3,0,3,8,2025-06-12,C,C,False,0.345
2025-06-20,SKU-01404,D-03L-003-2-A,D,APP,prime,27,400,2,0,2,9,2025-06-11,C,C,False,0.295
2025-06-20,SKU-01405,B-03R-003-3-A,B,APP,prime,45,150,3,0,3,1,2025-06-19,C,C,False,0.342
2025-06-20,SKU-01406,E-04L-017-2-B,E,APP,prime,27,525,3,0,3,19,2025-06-01,C,C,False,0.347
2025-06-20,SKU-01407,A-04L-005-1-B,A,APP,floor,9,50,68,0,68,15,2025-06-05,A,A,False,7.299
2025-06-20,SKU-01408,B-03L-010-3-A,B,APP,prime,45,150,8,0,8,17,2025-06-03,B,C,True,0.485
2025-06-20,SKU-01409,C-03L-014-4-A,C,APP,sub_prime,63,275,19,1,18,15,2025-06-05,B,B,False,1.148
2025-06-20,SKU-01410,C-04L-012-4-B,C,APP,sub_prime,63,275,2,0,2,15,2025-06-05,C,C,False,0.402
2025-06-20,SKU-01411,D-04L-016-4-B,D,APP,sub_prime,63,400,5,0,5,6,2025-06-14,C,C,False,0.306
2025-06-20,SKU-01412,C-03R-009-2-A,C,APP,prime,27,275,5,0,5,20,2025-05-31,B,C,True,0.516
2025-06-20,SKU-01413,E-04R-018-4-B,E,APP,sub_prime,63,525,1,0,1,9,2025-06-11,C,C,False,0.392
2025-06-20,SKU-01414,D-04L-010-2-A,D,APP,prime,27,400,6,0,6,1,2025-06-19,B,C,True,0.5
2025-06-20,SKU-01415,B-04R-012-3-A,B,APP,prime,45,150,2,0,2,2,2025-06-18,B,C,True,0.44
2025-06-20,SKU-01416,D-03L-019-1-B,D,APP,floor,9,400,2,0,2,17,2025-06-03,C,C,False,0.279
2025-06-20,SKU-01417,C-04L-013-4-B,C,APP,sub_prime,63,275,18,0,18,12,2025-06-08,B,B,False,0.945
2025-06-20,SKU-01418,D-04L-015-3-B,D,APP,prime,45,400,2,0,2,20,2025-05-31,C,C,False,0.335
2025-06-20,SKU-01419,D-04L-002-1-B,D,APP,floor,9,400,4,0,4,3,2025-06-17,C,C,False,0.338
2025-06-20,SKU-01420,D-04L-005-3-A,D,APP,prime,45,400,1,0,1,19,2025-06-01,C,C,False,0.296
2025-06-20,SKU-01421,B-03L-004-3-B,B,APP,prime,45,150,9,0,9,11,2025-06-09,B,C,True,0.628
2025-06-20,SKU-01422,C-03L-002-4-B,C,APP,sub_prime,63,275,19,0,19,13,2025-06-07,B,B,False,1.501
2025-06-20,SKU-01423,A-04R-019-2-A,A,APP,prime,27,50,7,0,7,16,2025-06-04,B,B,False,0.8
2025-06-20,SKU-01424,D-03L-010-3-A,D,APP,prime,45,400,7,0,7,9,2025-06-11,C,C,False,0.427
2025-06-20,SKU-01425,D-04R-008-1-B,D,APP,floor,9,400,6,0,6,10,2025-06-10,C,C,False,0.339
2025-06-20,SKU-01426,D-04L-014-2-B,D,APP,prime,27,400,14,1,13,9,2025-06-11,B,B,False,1.251
2025-06-20,SKU-01427,B-03R-004-4-A,B,APP,sub_prime,63,150,2,0,2,2,2025-06-18,C,C,False,0.349
2025-06-20,SKU-01428,A-03L-006-4-A,A,APP,sub_prime,63,50,374,47,327,13,2025-06-07,A,A,False,34.001
2025-06-20,SKU-01429,C-04R-019-3-A,C,APP,prime,45,275,13,0,13,7,2025-06-13,B,C,True,0.719
2025-06-20,SKU-01430,D-04R-002-1-A,D,APP,floor,9,400,6,0,6,20,2025-05-31,B,C,True,0.466
2025-06-20,SKU-01431,D-03L-003-4-B,D,APP,sub_prime,63,400,6,0,6,10,2025-06-10,C,C,False,0.393
2025-06-20,SKU-01432,A-04R-017-4-A,A,APP,sub_prime,63,50,67,5,62,6,2025-06-14,A,A,False,3.257
2025-06-20,SKU-01433,D-04R-020-4-B,D,APP,sub_prime,63,400,1,0,1,8,2025-06-12,C,C,False,0.283
2025-06-20,SKU-01434,C-03R-010-2-A,C,APP,prime,27,275,8,0,8,10,2025-06-10,B,C,True,0.597
2025-06-20,SKU-01435,E-04L-017-3-A,E,APP,prime,45,525,1,0,1,20,2025-05-31,C,C,False,0.294
2025-06-20,SKU-01436,B-04R-014-1-B,B,APP,floor,9,150,4,0,4,18,2025-06-02,B,C,True,0.459
2025-06-20,SKU-01437,D-03R-009-3-B,D,APP,prime,45,400,8,0,8,20,2025-05-31,C,C,False,0.437
2025-06-20,SKU-01438,D-03R-008-2-A,D,APP,prime,27,400,4,0,4,19,2025-06-01,C,C,False,0.327
2025-06-20,SKU-01439,A-04R-004-1-B,A,APP,floor,9,50,4,0,4,14,2025-06-06,B,C,True,0.68
2025-06-20,SKU-01440,A-03L-011-3-B,A,APP,prime,45,50,96,3,93,20,2025-05-31,A,A,False,9.232
2025-06-20,SKU-01441,D-04R-012-2-B,D,APP,prime,27,400,2,0,2,3,2025-06-17,C,C,False,0.306
2025-06-20,SKU-01442,D-03L-016-1-B,D,APP,floor,9,400,17,1,16,20,2025-05-31,B,B,False,1.343
2025-06-20,SKU-01443,B-04R-019-3-B,B,APP,prime,45,150,17,0,17,10,2025-06-10,B,B,False,0.872
2025-06-20,SKU-01444,E-03R-010-4-A,E,APP,sub_prime,63,525,2,0,2,4,2025-06-16,C,C,False,0.437
2025-06-20,SKU-01445,C-03L-008-3-A,C,APP,prime,45,275,12,0,12,7,2025-06-13,B,C,True,0.758
2025-06-20,SKU-01446,B-04R-007-3-A,B,APP,prime,45,150,52,1,51,9,2025-06-11,A,B,True,2.63
2025-06-20,SKU-01447,E-04L-004-2-B,E,APP,prime,27,525,2,0,2,1,2025-06-19,C,C,False,0.362
2025-06-20,SKU-01448,C-04L-001-4-B,C,APP,sub_prime,63,275,7,0,7,4,2025-06-16,B,C,True,0.621
2025-06-20,SKU-01449,C-03R-006-2-B,C,APP,prime,27,275,11,0,11,5,2025-06-15,B,C,True,0.628
2025-06-20,SKU-01450,E-04L-012-1-B,E,APP,floor,9,525,5,0,5,17,2025-06-03,C,C,False,0.386
2025-06-20,SKU-01451,B-03L-013-1-B,B,APP,floor,9,150,4,0,4,9,2025-06-11,B,C,True,0.7
2025-06-20,SKU-01452,D-03L-007-1-B,D,APP,floor,9,400,7,0,7,3,2025-06-17,C,C,False,0.385
2025-06-20,SKU-01453,C-03L-010-4-B,C,APP,sub_prime,63,275,6,0,6,4,2025-06-16,B,C,True,0.452
2025-06-20,SKU-01454,D-03R-014-3-A,D,APP,prime,45,400,2,0,2,19,2025-06-01,C,C,False,0.309
2025-06-20,SKU-01455,B-03R-019-3-A,B,APP,prime,45,150,30,3,27,10,2025-06-10,A,A,False,2.788
2025-06-20,SKU-01456,E-03L-009-2-A,E,APP,prime,27,525,4,0,4,7,2025-06-13,C,C,False,0.31
2025-06-20,SKU-01457,A-04R-018-4-B,A,APP,sub_prime,63,50,41,1,40,1,2025-06-19,A,A,False,2.794
2025-06-20,SKU-01458,B-03R-016-4-B,B,APP,sub_prime,63,150,3,0,3,3,2025-06-17,B,C,True,0.484
2025-06-20,SKU-01459,B-04L-007-1-B,B,APP,floor,9,150,48,1,47,11,2025-06-09,A,B,True,2.446
2025-06-20,SKU-01460,B-03R-001-3-B,B,APP,prime,45,150,9,0,9,9,2025-06-11,B,C,True,0.648
2025-06-20,SKU-01461,C-03R-011-2-A,C,APP,prime,27,275,5,0,5,13,2025-06-07,C,C,False,0.297
2025-06-20,SKU-01462,C-03R-016-3-B,C,APP,prime,45,275,18,0,18,12,2025-06-08,B,B,False,1.209
2025-06-20,SKU-01463,A-04L-004-3-B,A,APP,prime,45,50,422,31,391,6,2025-06-14,A,A,False,26.303
2025-06-20,SKU-01464,E-03R-001-1-A,E,APP,floor,9,525,8,0,8,12,2025-06-08,C,C,False,0.43
2025-06-20,SKU-01465,C-03L-002-2-B,C,APP,prime,27,275,3,0,3,9,2025-06-11,B,C,True,0.588
2025-06-20,SKU-01466,B-03R-019-4-B,B,APP,sub_prime,63,150,21,1,20,15,2025-06-05,B,B,False,1.28
2025-06-20,SKU-01467,D-04L-007-3-A,D,APP,prime,45,400,2,0,2,6,2025-06-14,B,C,True,0.532
2025-06-20,SKU-01468,B-03R-018-4-B,B,APP,sub_prime,63,150,10,0,10,10,2025-06-10,B,C,True,0.704
2025-06-20,SKU-01469,D-04R-012-1-B,D,APP,floor,9,400,6,0,6,11,2025-06-09,C,C,False,0.36
2025-06-20,SKU-01470,D-03R-007-4-A,D,APP,sub_prime,63,400,3,0,3,11,2025-06-09,C,C,False,0.36
2025-06-20,SKU-01471,B-03L-002-3-A,B,APP,prime,45,150,11,0,11,4,2025-06-16,B,C,True,0.703
2025-06-20,SKU-01472,D-04L-013-2-A,D,APP,prime,27,400,5,0,5,2,2025-06-18,C,C,False,0.297
2025-06-20,SKU-01473,D-03L-014-3-B,D,APP,prime,45,400,17,1,16,12,2025-06-08,A,B,True,2.399
2025-06-20,SKU-01474,E-04L-016-4-B,E,APP,sub_prime,63,525,2,0,2,10,2025-06-10,C,C,False,0.335
2025-06-20,SKU-01475,E-04L-019-1-B,E,APP,floor,9,525,3,0,3,17,2025-06-03,C,C,False,0.357
2025-06-20,SKU-01476,C-04L-005-4-A,C,APP,sub_prime,63,275,4,0,4,9,2025-06-11,B,B,False,0.913
2025-06-20,SKU-01477,E-03R-020-4-B,E,APP,sub_prime,63,525,2,0,2,20,2025-05-31,C,C,False,0.327
2025-06-20,SKU-01478,B-04R-012-4-A,B,APP,sub_prime,63,150,20,0,20,11,2025-06-09,B,B,False,1.552
2025-06-20,SKU-01479,D-03R-020-3-B,D,APP,prime,45,400,6,0,6,20,2025-05-31,B,C,True,0.448
2025-06-20,SKU-01480,B-04R-004-2-A,B,APP,prime,27,150,16,0,16,2,2025-06-18,B,B,False,0.873
2025-06-20,SKU-01481,C-04R-015-4-A,C,APP,sub_prime,63,275,6,0,6,18,2025-06-02,B,B,False,1.39
2025-06-20,SKU-01482,D-04R-003-3-B,D,APP,prime,45,400,7,0,7,4,2025-06-16,B,C,True,0.494
2025-06-20,SKU-01483,D-03L-012-1-A,D,APP,floor,9,400,1,0,1,5,2025-06-15,C,C,False,0.28
2025-06-20,SKU-01484,E-04L-005-3-B,E,APP,prime,45,525,1,0,1,8,2025-06-12,C,C,False,0.39
2025-06-20,SKU-01485,D-04L-007-3-B,D,APP,prime,45,400,44,4,40,7,2025-06-13,A,A,False,3.303
2025-06-20,SKU-01486,E-03R-002-1-A,E,APP,floor,9,525,1,0,1,12,2025-06-08,C,C,False,0.316
2025-06-20,SKU-01487,C-04L-020-4-B,C,APP,sub_prime,63,275,5,0,5,9,2025-06-11,B,C,True,0.494
2025-06-20,SKU-01488,C-03L-004-3-A,C,APP,prime,45,275,8,0,8,5,2025-06-15,B,C,True,0.558
2025-06-20,SKU-01489,E-04L-007-4-A,E,APP,sub_prime,63,525,3,0,3,15,2025-06-05,C,C,False,0.31
2025-06-20,SKU-01490,B-04R-009-1-A,B,APP,floor,9,150,890,302,588,18,2025-06-02,A,A,False,154.894
2025-06-20,SKU-01491,B-03L-002-4-B,B,APP,sub_prime,63,150,6,0,6,20,2025-05-31,B,C,True,0.627
2025-06-20,SKU-01492,B-03R-002-3-A,B,APP,prime,45,150,2,0,2,20,2025-05-31,B,C,True,0.555
2025-06-20,SKU-01493,B-04R-019-1-B,B,APP,floor,9,150,5,0,5,6,2025-06-14,B,C,True,0.654
2025-06-20,SKU-01494,C-03R-016-4-A,C,APP,sub_prime,63,275,27,1,26,19,2025-06-01,B,B,False,1.384
2025-06-20,SKU-01495,C-03R-017-1-A,C,APP,floor,9,275,7,0,7,11,2025-06-09,B,C,True,0.473
2025-06-20,SKU-01496,C-04R-001-4-B,C,APP,sub_prime,63,275,10,0,10,14,2025-06-06,B,B,False,1.001
2025-06-20,SKU-01497,C-04R-013-1-B,C,APP,floor,9,275,4,0,4,19,2025-06-01,B,C,True,0.48
2025-06-20,SKU-01498,D-03L-014-4-A,D,APP,sub_prime,63,400,18,0,18,10,2025-06-10,B,B,False,0.978
2025-06-20,SKU-01499,E-04L-004-1-A,E,APP,floor,9,525,3,0,3,19,2025-06-01,C,C,False,0.376
2025-06-20,SKU-01500,D-04R-014-4-B,D,APP,sub_prime,63,400,6,0,6,3,2025-06-17,C,C,False,0.431
2025-06-20,SKU-01501,C-04R-015-3-B,C,APP,prime,45,275,14,0,14,13,2025-06-07,B,B,False,0.778
2025-06-20,SKU-01502,E-04L-006-1-B,E,APP,floor,9,525,3,0,3,7,2025-06-13,C,C,False,0.327
2025-06-20,SKU-01503,B-04L-016-2-A,B,APP,prime,27,150,5,0,5,15,2025-06-05,B,C,True,0.536
2025-06-20,SKU-01504,E-03R-007-4-B,E,APP,sub_prime,63,525,3,0,3,5,2025-06-15,C,C,False,0.316
2025-06-20,SKU-01505,E-03L-002-4-A,E,APP,sub_prime,63,525,3,0,3,17,2025-06-03,C,C,False,0.302
2025-06-20,SKU-01506,C-04L-010-3-B,C,APP,prime,45,275,22,0,22,7,2025-06-13,B,B,False,1.272
2025-06-20,SKU-01507,C-04R-018-3-B,C,APP,prime,45,275,7,1,6,3,2025-06-17,B,B,False,1.44
2025-06-20,SKU-01508,B-04L-019-1-A,B,APP,floor,9,150,10,0,10,20,2025-05-31,B,B,False,0.959
2025-06-20,SKU-01509,C-04R-011-4-A,C,APP,sub_prime,63,275,3,0,3,14,2025-06-06,B,C,True,0.508
2025-06-20,SKU-01510,C-03L-007-4-B,C,APP,sub_prime,63,275,5,0,5,1,2025-06-19,B,C,True,0.51
2025-06-20,SKU-01511,C-04R-020-3-B,C,APP,prime,45,275,5,0,5,15,2025-06-05,B,C,True,0.457
2025-06-20,SKU-01512,C-03L-012-1-B,C,APP,floor,9,275,11,1,10,9,2025-06-11,B,B,False,1.203
2025-06-20,SKU-01513,D-03L-013-4-B,D,APP,sub_prime,63,400,5,0,5,9,2025-06-11,C,C,False,0.307
2025-06-20,SKU-01514,C-04R-002-3-A,C,APP,prime,45,275,11,1,10,17,2025-06-03,B,B,False,1.121
2025-06-20,SKU-01515,D-04L-015-3-A,D,APP,prime,45,400,14,1,13,19,2025-06-01,B,B,False,1.325
2025-06-20,SKU-01516,D-04L-013-4-B,D,APP,sub_prime,63,400,14,0,14,16,2025-06-04,B,C,True,0.73
2025-06-20,SKU-01517,D-03R-001-4-B,D,APP,sub_prime,63,400,8,0,8,8,2025-06-12,B,C,True,0.673
2025-06-20,SKU-01518,E-03L-014-1-B,E,APP,floor,9,525,10,0,10,4,2025-06-16,B,B,False,0.797
2025-06-20,SKU-01519,B-04R-015-2-A,B,APP,prime,27,150,7,0,7,5,2025-06-15,B,C,True,0.499
2025-06-20,SKU-01520,D-03L-007-4-B,D,APP,sub_prime,63,400,3,0,3,15,2025-06-05,C,C,False,0.397
2025-06-20,SKU-01521,B-03L-006-1-B,B,APP,floor,9,150,3,0,3,20,2025-05-31,B,C,True,0.72
2025-06-20,SKU-01522,E-03L-006-3-B,E,APP,prime,45,525,1,0,1,19,2025-06-01,C,C,False,0.28
2025-06-20,SKU-01523,C-03R-020-3-A,C,APP,prime,45,275,10,0,10,12,2025-06-08,B,C,True,0.672
2025-06-20,SKU-01524,E-04L-015-1-B,E,APP,floor,9,525,3,0,3,19,2025-06-01,C,C,False,0.295
2025-06-20,SKU-01525,E-04R-007-4-A,E,APP,sub_prime,63,525,2,0,2,3,2025-06-17,C,C,False,0.386
2025-06-20,SKU-01526,C-04L-011-2-B,C,APP,prime,27,275,1,0,1,1,2025-06-19,C,C,False,0.296
2025-06-20,SKU-01527,A-04L-008-1-A,A,APP,floor,9,50,38,6,32,5,2025-06-15,A,A,False,6.279
2025-06-20,SKU-01528,B-03R-015-4-B,B,APP,sub_prime,63,150,49,3,46,18,2025-06-02,A,A,False,4.149
2025-06-20,SKU-01529,C-03L-020-4-A,C,APP,sub_prime,63,275,6,0,6,18,2025-06-02,B,C,True,0.67
2025-06-20,SKU-01530,D-03R-010-1-A,D,APP,floor,9,400,5,0,5,14,2025-06-06,B,B,False,0.808
2025-06-20,SKU-01531,E-03R-010-2-B,E,APP,prime,27,525,1,0,1,19,2025-06-01,C,C,False,0.338
2025-06-20,SKU-01532,B-03R-008-1-A,B,APP,floor,9,150,184,11,173,13,2025-06-07,A,A,False,11.915
2025-06-20,SKU-01533,C-03R-013-1-A,C,APP,floor,9,275,16,1,15,19,2025-06-01,B,B,False,1.246
2025-06-20,SKU-01534,C-04R-008-2-B,C,APP,prime,27,275,2,0,2,8,2025-06-12,C,C,False,0.348
2025-06-20,SKU-01535,C-04R-019-4-A,C,APP,sub_prime,63,275,19,3,16,19,2025-06-01,A,B,True,2.178
2025-06-20,SKU-01536,E-04R-009-4-A,E,APP,sub_prime,63,525,2,0,2,13,2025-06-07,C,C,False,0.292
2025-06-20,SKU-01537,D-03L-019-4-A,D,APP,sub_prime,63,400,1,0,1,1,2025-06-19,C,C,False,0.31
2025-06-20,SKU-01538,C-03L-019-4-A,C,APP,sub_prime,63,275,9,0,9,8,2025-06-12,B,C,True,0.501
2025-06-20,SKU-01539,B-03L-005-3-A,B,APP,prime,45,150,28,2,26,11,2025-06-09,B,B,False,1.522
2025-06-20,SKU-01540,E-04R-011-1-B,E,APP,floor,9,525,1,0,1,1,2025-06-19,C,C,False,0.353
2025-06-20,SKU-01541,D-04R-006-2-B,D,APP,prime,27,400,13,0,13,6,2025-06-14,B,C,True,0.696
2025-06-20,SKU-01542,D-03L-006-3-B,D,APP,prime,45,400,11,0,11,6,2025-06-14,B,C,True,0.692
2025-06-20,SKU-01543,E-04R-006-3-B,E,APP,prime,45,525,3,0,3,18,2025-06-02,C,C,False,0.328
2025-06-20,SKU-01544,E-04L-018-3-A,E,APP,prime,45,525,2,0,2,14,2025-06-06,C,C,False,0.337
2025-06-20,SKU-01545,A-04L-014-4-B,A,APP,sub_prime,63,50,43,2,41,17,2025-06-03,A,A,False,2.666
2025-06-20,SKU-01546,D-04R-013-4-A,D,APP,sub_prime,63,400,4,0,4,13,2025-06-07,C,C,False,0.344
2025-06-20,SKU-01547,C-04L-019-3-B,C,APP,prime,45,275,4,0,4,11,2025-06-09,B,C,True,0.503
2025-06-20,SKU-01548,D-03R-006-1-B,D,APP,floor,9,400,11,0,11,20,2025-05-31,B,B,False,0.951
2025-06-20,SKU-01549,C-04R-001-2-A,C,APP,prime,27,275,11,0,11,4,2025-06-16,B,C,True,0.749
2025-06-20,SKU-01550,D-03L-014-2-B,D,APP,prime,27,400,7,0,7,12,2025-06-08,B,C,True,0.568
2025-06-20,SKU-01551,B-04R-005-1-B,B,APP,floor,9,150,9,2,7,2,2025-06-18,A,B,True,1.767
2025-06-20,SKU-01552,A-04R-001-1-B,A,APP,floor,9,50,452,43,409,14,2025-06-06,A,A,False,46.468
2025-06-20,SKU-01553,E-03L-009-4-B,E,APP,sub_prime,63,525,3,0,3,9,2025-06-11,C,C,False,0.364
2025-06-20,SKU-01554,E-03R-008-3-A,E,APP,prime,45,525,5,0,5,17,2025-06-03,C,C,False,0.363
2025-06-20,SKU-01555,A-03L-017-4-A,A,APP,sub_prime,63,50,47,5,42,1,2025-06-19,A,A,False,3.367
2025-06-20,SKU-01556,B-03L-010-2-B,B,APP,prime,27,150,11,0,11,5,2025-06-15,B,B,False,1.514
2025-06-20,SKU-01557,A-03R-013-1-B,A,APP,floor,9,50,35,0,35,4,2025-06-16,A,A,False,2.947
2025-06-20,SKU-01558,C-03R-002-1-B,C,APP,floor,9,275,5,0,5,1,2025-06-19,C,C,False,0.31
2025-06-20,SKU-01559,A-03L-003-4-B,A,APP,sub_prime,63,50,64,0,64,18,2025-06-02,A,A,False,3.319
2025-06-20,SKU-01560,C-04R-012-4-A,C,APP,sub_prime,63,275,2,0,2,5,2025-06-15,B,C,True,0.549
2025-06-20,SKU-01561,C-03L-016-4-B,C,APP,sub_prime,63,275,7,0,7,3,2025-06-17,B,C,True,0.486
2025-06-20,SKU-01562,B-04L-001-3-B,B,APP,prime,45,150,44,3,41,13,2025-06-07,A,A,False,4.824
2025-06-20,SKU-01563,D-04R-009-3-A,D,APP,prime,45,400,6,0,6,6,2025-06-14,B,C,True,0.594
2025-06-20,SKU-01564,E-03L-011-3-A,E,APP,prime,45,525,17,0,17,6,2025-06-14,B,B,False,1.105
2025-06-20,SKU-01565,B-04R-003-1-A,B,APP,floor,9,150,61,4,57,6,2025-06-14,A,A,False,3.011
2025-06-20,SKU-01566,B-04R-013-3-B,B,APP,prime,45,150,14,0,14,5,2025-06-15,B,C,True,0.749
2025-06-20,SKU-01567,B-03L-009-4-B,B,APP,sub_prime,63,150,27,3,24,18,2025-06-02,A,B,True,2.171
2025-06-20,SKU-01568,E-03L-017-4-B,E,APP,sub_prime,63,525,22,1,21,7,2025-06-13,B,B,False,1.219
2025-06-20,SKU-01569,D-04L-014-3-B,D,APP,prime,45,400,2,0,2,15,2025-06-05,C,C,False,0.293
2025-06-20,SKU-01570,D-03L-006-3-A,D,APP,prime,45,400,5,0,5,7,2025-06-13,C,C,False,0.317
